city,region,variant,date,household_type,adult_equivalents,g1_food,g2_housing,g3_household_articles,g4_clothing,g5_transport,g6_health_personal,g7_personal_expenses,g8_education,g9_communication,omal_total,sample_n,effective_n,shrinkage_city_weight
Curitiba,South,expanded,2023-10-01,2 adults + 2 children,2.1,1305.1907438480878,2363.4393607341303,199.81670941734126,230.78826635554455,1024.0298207353317,686.8409497677553,31.996886578174905,305.33219632266184,249.65262482743844,6397.087558586466,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2023-11-01,2 adults + 2 children,2.1,1316.6764223939508,2355.640010843708,200.17637949429246,231.2729217148912,1014.1991344562724,687.8025270974302,32.230463850195584,305.36272954229406,248.62904906564592,6391.989638458681,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2023-12-01,2 adults + 2 children,2.1,1328.7898454799752,2352.1065508274423,200.31650295993848,234.3025969893563,1013.3877751487074,686.3581417905257,32.35293961282633,305.9734550013787,249.72301688153476,6403.310824691685,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-01-01,2 adults + 2 children,2.1,1348.721693162175,2352.3417614825253,200.75719926645033,236.0598664667765,1008.8275301605385,691.4371920397757,32.54058666258072,306.89137536638276,249.29848775283614,6426.87569236004,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-02-01,2 adults + 2 children,2.1,1353.9817077655075,2361.0454260000106,199.13106595239208,236.7680460661768,1023.8590603599304,693.857222211915,32.57963536657582,320.455974157577,252.56429794239833,6474.2424358224835,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-03-01,2 adults + 2 children,2.1,1355.2002913024962,2361.75373962781,199.7682853634398,235.77362027269885,1019.8660100245266,696.771422545205,32.81420874121517,321.28915969038655,252.13493863589625,6475.371676203675,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-04-01,2 adults + 2 children,2.1,1365.364293487265,2360.5728627579965,199.6484243922217,237.0467978221714,1019.5600502215194,705.5507424692746,32.88968142131996,321.1927729424795,254.70671500998236,6496.532340524231,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-05-01,2 adults + 2 children,2.1,1371.918042096004,2380.4016748051636,197.61201046342103,239.0854002834421,1024.657850472627,711.900699151498,32.93243800716768,321.642442824599,256.0311899280343,6536.181748031957,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-06-01,2 adults + 2 children,2.1,1385.2256471043352,2380.639714972644,196.6239504111039,239.75483940423572,1021.2764795660673,718.8061359332676,33.02794207738847,321.83542829029375,256.1848086419911,6553.374946401327,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-07-01,2 adults + 2 children,2.1,1372.2045260215546,2405.6364319798568,197.6070701631594,237.2853645583721,1033.83818026473,719.0217777740476,33.15014546307481,322.51128268970336,257.10707395310226,6578.361852867601,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-08-01,2 adults + 2 children,2.1,1369.3228965169092,2391.683740674374,200.37356914544364,237.49892138647456,1020.8118191933944,716.9366146185027,33.289376074019714,324.63985715545533,256.5671490978007,6551.123943862374,90.0,72.44947043839824,0.4752359600204293
Curitiba,South,expanded,2024-09-01,2 adults + 2 children,2.1,1386.165568144067,2426.841491662287,200.3134570747,237.87891966069296,1030.4074502938124,720.3062167072096,33.27273138598271,324.8021770840331,257.02896996617676,6617.016981978962,90.0,72.44947043839824,0.4752359600204293
