city,region,variant,date,household_type,adult_equivalents,g1_food,g2_housing,g3_household_articles,g4_clothing,g5_transport,g6_health_personal,g7_personal_expenses,g8_education,g9_communication,omal_total,one_worker_required_income,two_worker_required_income_each,sample_n,effective_n,shrinkage_city_weight,statutory_minimum,multiple_of_minimum_one_worker,multiple_of_minimum_two_workers_each,dieese_family_benchmark,ratio_to_dieese_family,pnad_quarter,labour_income_real
Campo Grande,Center-West,expanded,2026-06-01,1 adult,1.0,837.1244026461433,1108.1034771387176,136.9154499262082,177.76354315569003,492.45878608654004,393.6760189313692,8.5477546495034,153.93506223159065,83.86049360805775,3392.3849883738203,3392.3849883738203,1696.1924941869102,87.0,81.39027877328691,0.5043071949062059,1621.0,2.0927729724699695,1.0463864862349848,8110.92,0.4182490997783014,2026Q1,4304.0
Campo Grande,Center-West,expanded,2026-06-01,1 adult + 1 child,1.3,1088.2617234399863,1440.534520280333,177.99008490407067,231.09260610239704,640.196421912502,511.77882461078,11.11208104435442,200.11558090106786,109.01864169047509,4410.100484885967,4410.100484885967,2205.0502424429833,87.0,81.39027877328691,0.5043071949062059,1621.0,2.7206048642109604,1.3603024321054802,8110.92,0.5437238297117918,2026Q1,4304.0
Campo Grande,Center-West,expanded,2026-06-01,1 adult + 2 children,1.6,1339.399044233829,1772.9655634219482,219.06471988193312,284.421669049104,787.934057738464,629.8816302901907,13.67640743920544,246.29609957054504,134.17678977289242,5427.815981398113,5427.815981398113,2713.9079906990564,87.0,81.39027877328691,0.5043071949062059,1621.0,3.3484367559519512,1.6742183779759756,8110.92,0.6691985596452823,2026Q1,4304.0
Campo Grande,Center-West,expanded,2026-06-01,2 adults,1.5,1255.686603969215,1662.1552157080766,205.3731748893123,266.64531473353503,738.6881791298101,590.5140283970538,12.8216319742551,230.902593347386,125.79074041208665,5088.5774825607305,5088.5774825607305,2544.2887412803652,87.0,81.39027877328691,0.5043071949062059,1621.0,3.139159458704954,1.569579729352477,8110.92,0.6273736496674521,2026Q1,4304.0
Campo Grande,Center-West,expanded,2026-06-01,2 adults + 1 child,1.8,1506.8239247630577,1994.5862588496918,246.44780986717475,319.974377680242,886.425814955772,708.6168340764646,15.385958369106119,277.08311201686314,150.94888849450396,6106.292979072877,6106.292979072877,3053.1464895364384,87.0,81.39027877328691,0.5043071949062059,1621.0,3.766991350445945,1.8834956752229726,8110.92,0.7528483796009425,2026Q1,4304.0
Campo Grande,Center-West,expanded,2026-06-01,2 adults + 2 children,2.1,1757.9612455569008,2327.0173019913072,287.5224448450372,373.30344062694905,1034.1634507817341,826.7196397558754,17.95028476395714,323.2636306863404,176.1070365769213,7124.008475585023,7124.008475585023,3562.0042377925115,87.0,81.39027877328691,0.5043071949062059,1621.0,4.394823242186936,2.197411621093468,8110.92,0.8783231095344329,2026Q1,4304.0
Goiânia,Center-West,core,2026-06-01,1 adult,1.0,763.1216893977603,1066.1326760005616,0.0,156.22991342245788,415.9909028639193,415.6774841284551,0.0,130.78669777298308,82.87547364581393,3030.814837231951,3030.814837231951,1515.4074186159755,41.0,30.813043401479096,0.27806332590146887,1621.0,1.8697192086563548,0.9348596043281774,8110.92,0.3736709075212123,2026Q1,5825.0
Goiânia,Center-West,core,2026-06-01,1 adult + 1 child,1.3,992.0581962170884,1385.97247880073,0.0,203.09888744919527,540.7881737230952,540.3807293669917,0.0,170.022707104878,107.73811573955811,3940.059288401537,3940.059288401537,1970.0296442007684,41.0,30.813043401479096,0.27806332590146887,1621.0,2.4306349712532613,1.2153174856266307,8110.92,0.48577217977757603,2026Q1,5825.0
Goiânia,Center-West,core,2026-06-01,1 adult + 2 children,1.6,1220.9947030364165,1705.8122816008984,0.0,249.96786147593264,665.5854445822708,665.0839746055282,0.0,209.25871643677291,132.60075783330228,4849.303739571122,4849.303739571122,2424.651869785561,41.0,30.813043401479096,0.27806332590146887,1621.0,2.9915507338501675,1.4957753669250837,8110.92,0.5978734520339396,2026Q1,5825.0
Goiânia,Center-West,core,2026-06-01,2 adults,1.5,1144.6825340966404,1599.1990140008425,0.0,234.34487013368687,623.986354295879,623.5162261926828,0.0,196.18004665947464,124.3132104687209,4546.222255847927,4546.222255847927,2273.1111279239635,41.0,30.813043401479096,0.27806332590146887,1621.0,2.8045788129845324,1.4022894064922662,8110.92,0.5605063612818184,2026Q1,5825.0
Goiânia,Center-West,core,2026-06-01,2 adults + 1 child,1.8,1373.6190409159685,1919.0388168010106,0.0,281.21384416042423,748.7836251550548,748.2194714312192,0.0,235.41605599136955,149.17585256246505,5455.466707017512,5455.466707017512,2727.733353508756,41.0,30.813043401479096,0.27806332590146887,1621.0,3.3654945755814385,1.6827472877907192,8110.92,0.6726076335381821,2026Q1,5825.0
Goiânia,Center-West,core,2026-06-01,2 adults + 2 children,2.1,1602.5555477352966,2238.8786196011793,0.0,328.0828181871616,873.5808960142306,872.9227166697558,0.0,274.6520653232645,174.03849465620925,6364.711158187098,6364.711158187098,3182.355579093549,41.0,30.813043401479096,0.27806332590146887,1621.0,3.926410338178345,1.9632051690891725,8110.92,0.7847089057945458,2026Q1,5825.0
Goiânia,Center-West,expanded,2026-06-01,1 adult,1.0,773.7603395864447,1080.9955907260583,114.68712326853779,158.4079086504819,490.99757019198313,421.4724279839299,6.63113002213643,132.60999010796837,84.03083744373605,3263.5929179812765,3263.5929179812765,1631.7964589906383,41.0,30.813043401479096,0.27806332590146887,1621.0,2.0133207390384187,1.0066603695192093,8110.92,0.40237025121456954,2026Q1,5825.0
Goiânia,Center-West,expanded,2026-06-01,1 adult + 1 child,1.3,1005.8884414623782,1405.2942679438759,149.09326024909913,205.93028124562647,638.2968412495782,547.9141563791089,8.620469028777359,172.3929871403589,109.24008867685687,4242.67079337566,4242.67079337566,2121.33539668783,41.0,30.813043401479096,0.27806332590146887,1621.0,2.6173169607499442,1.3086584803749721,8110.92,0.5230813265789405,2026Q1,5825.0
Goiânia,Center-West,expanded,2026-06-01,1 adult + 2 children,1.6,1238.0165433383115,1729.5929451616933,183.49939722966047,253.45265384077103,785.596112307173,674.3558847742878,10.609808035418288,212.1759841727494,134.44933990997768,5221.748668770042,5221.748668770042,2610.874334385021,41.0,30.813043401479096,0.27806332590146887,1621.0,3.2213131824614694,1.6106565912307347,8110.92,0.6437924019433112,2026Q1,5825.0
Goiânia,Center-West,expanded,2026-06-01,2 adults,1.5,1160.640509379667,1621.4933860890876,172.03068490280668,237.61186297572286,736.4963552879748,632.2086419758948,9.946695033204646,198.9149851619526,126.04625616560408,4895.389376971915,4895.389376971915,2447.6946884859576,41.0,30.813043401479096,0.27806332590146887,1621.0,3.0199811085576282,1.5099905542788141,8110.92,0.6035553768218543,2026Q1,5825.0
Goiânia,Center-West,expanded,2026-06-01,2 adults + 1 child,1.8,1392.7686112556005,1945.792063306905,206.43682188336803,285.1342355708674,883.7956263455696,758.6503703710738,11.936034039845573,238.69798219434307,151.2555073987249,5874.4672523662975,5874.4672523662975,2937.2336261831488,41.0,30.813043401479096,0.27806332590146887,1621.0,3.6239773302691534,1.8119886651345767,8110.92,0.7242664521862252,2026Q1,5825.0
Goiânia,Center-West,expanded,2026-06-01,2 adults + 2 children,2.1,1624.896713131534,2270.0907405247226,240.84295886392937,332.656608166012,1031.0948974031646,885.0920987662528,13.925373046486504,278.4809792267336,176.4647586318457,6853.545127760681,6853.545127760681,3426.7725638803404,41.0,30.813043401479096,0.27806332590146887,1621.0,4.227973551980679,2.1139867759903397,8110.92,0.8449775275505961,2026Q1,5825.0
Brasília,Center-West,core,2026-06-01,1 adult,1.0,628.1310140867515,1078.4051099791857,0.0,130.58449251771208,397.811691500398,423.61270536591434,0.0,159.28607508734416,102.47216704618819,2920.3032555834943,2920.3032555834943,1460.1516277917472,155.0,141.2293615564467,0.6383843471898825,1621.0,1.8015442662452155,0.9007721331226077,8110.92,0.3600458709472531,2026Q1,6720.0
Brasília,Center-West,core,2026-06-01,1 adult + 1 child,1.3,816.5703183127771,1401.9266429729414,0.0,169.7598402730257,517.1551989505175,550.6965169756887,0.0,207.07189761354743,133.21381716004467,3796.3942322585426,3796.3942322585426,1898.1971161292713,155.0,141.2293615564467,0.6383843471898825,1621.0,2.34200754611878,1.17100377305939,8110.92,0.46805963223142905,2026Q1,6720.0
Brasília,Center-West,core,2026-06-01,1 adult + 2 children,1.6,1005.0096225388024,1725.448175966697,0.0,208.93518802833933,636.4987064006368,677.7803285854629,0.0,254.85772013975065,163.95546727390112,4672.485208933591,4672.485208933591,2336.2426044667955,155.0,141.2293615564467,0.6383843471898825,1621.0,2.882470825992345,1.4412354129961724,8110.92,0.576073393515605,2026Q1,6720.0
Brasília,Center-West,core,2026-06-01,2 adults,1.5,942.1965211301274,1617.6076649687784,0.0,195.87673877656812,596.717537250597,635.4190580488715,0.0,238.92911263101627,153.7082505692823,4380.4548833752415,4380.4548833752415,2190.2274416876207,155.0,141.2293615564467,0.6383843471898825,1621.0,2.7023163993678234,1.3511581996839117,8110.92,0.5400688064208797,2026Q1,6720.0
Brasília,Center-West,core,2026-06-01,2 adults + 1 child,1.8,1130.6358253561527,1941.1291979625341,0.0,235.05208653188174,716.0610447007165,762.5028696586459,0.0,286.7149351572195,184.44990068313874,5256.54586005029,5256.54586005029,2628.272930025145,155.0,141.2293615564467,0.6383843471898825,1621.0,3.242779679241388,1.621389839620694,8110.92,0.6480825677050556,2026Q1,6720.0
Brasília,Center-West,core,2026-06-01,2 adults + 2 children,2.1,1319.0751295821783,2264.65073095629,0.0,274.22743428719536,835.4045521508359,889.5866812684202,0.0,334.50075768342276,215.19155079699522,6132.636836725338,6132.636836725338,3066.318418362669,155.0,141.2293615564467,0.6383843471898825,1621.0,3.7832429591149523,1.8916214795574762,8110.92,0.7560963289892315,2026Q1,6720.0
Brasília,Center-West,expanded,2026-06-01,1 adult,1.0,630.0268109441552,1098.6868503363185,108.4518520148808,129.65749449076117,472.81139332081074,438.8328301818455,8.77384800527436,158.7885019389193,101.7712103983993,3147.8007916313645,3147.8007916313645,1573.9003958156823,155.0,140.4454508078144,0.6370984308959751,1621.0,1.9418882119872698,0.9709441059936349,8110.92,0.3880941732419213,2026Q1,6720.0
Brasília,Center-West,expanded,2026-06-01,1 adult + 1 child,1.3,819.0348542274018,1428.2929054372141,140.98740761934505,168.55474283798955,614.654811317054,570.4826792363992,11.406002406856668,206.4250525205951,132.30257351791911,4092.1410291207744,4092.1410291207744,2046.0705145603872,155.0,140.4454508078144,0.6370984308959751,1621.0,2.5244546755834514,1.2622273377917257,8110.92,0.5045224252144977,2026Q1,6720.0
Brasília,Center-West,expanded,2026-06-01,1 adult + 2 children,1.6,1008.0428975106482,1757.8989605381096,173.52296322380928,207.45199118521788,756.4982293132972,702.1325282909528,14.038156808438975,254.06160310227085,162.83393663743888,5036.481266610183,5036.481266610183,2518.2406333050917,155.0,140.4454508078144,0.6370984308959751,1621.0,3.107021139179632,1.553510569589816,8110.92,0.6209506771870741,2026Q1,6720.0
Brasília,Center-West,expanded,2026-06-01,2 adults,1.5,945.0402164162327,1648.030275504478,162.67777802232123,194.48624173614178,709.2170899812162,658.2492452727682,13.160772007911541,238.18275290837894,152.65681559759895,4721.701187447047,4721.701187447047,2360.8505937235236,155.0,140.4454508078144,0.6370984308959751,1621.0,2.912832317980905,1.4564161589904525,8110.92,0.582141259862882,2026Q1,6720.0
Brasília,Center-West,expanded,2026-06-01,2 adults + 1 child,1.8,1134.048259699479,1977.6363306053734,195.21333362678544,233.38349008337013,851.0605079774593,789.8990943273219,15.792926409493848,285.8193034900547,183.18817871711875,5666.041424936457,5666.041424936457,2833.0207124682283,155.0,140.4454508078144,0.6370984308959751,1621.0,3.4953987815770864,1.7476993907885432,8110.92,0.6985695118354585,2026Q1,6720.0
Brasília,Center-West,expanded,2026-06-01,2 adults + 2 children,2.1,1323.0563029827258,2307.242385706269,227.7488892312497,272.2807384305985,992.9039259737026,921.5489433818756,18.425080811076157,333.4558540717305,213.71954183663854,6610.381662425866,6610.381662425866,3305.190831212933,155.0,140.4454508078144,0.6370984308959751,1621.0,4.077965245173267,2.0389826225866337,8110.92,0.8149977638080349,2026Q1,6720.0
Belém,North,core,2026-06-01,1 adult,1.0,843.1637190864946,1390.3994681514114,0.0,138.96392116913603,224.2608761454154,436.125000474782,0.0,96.00133082802967,76.84368671865576,3205.758002573925,3205.758002573925,1602.8790012869624,14.0,12.839660323329817,0.13829930310616745,1621.0,1.977642197763063,0.9888210988815315,8110.92,0.39523975117174437,2026Q1,3584.0
Belém,North,core,2026-06-01,1 adult + 1 child,1.3,1096.112834812443,1807.519308596835,0.0,180.65309751987684,291.53913898904005,566.9625006172166,0.0,124.80173007643857,99.8967927342525,4167.485403346102,4167.485403346102,2083.742701673051,14.0,12.839660323329817,0.13829930310616745,1621.0,2.5709348570919817,1.2854674285459908,8110.92,0.5138116765232676,2026Q1,3584.0
Belém,North,core,2026-06-01,1 adult + 2 children,1.6,1349.0619505383913,2224.6391490422584,0.0,222.34227387061765,358.81740183266464,697.8000007596511,0.0,153.60212932484748,122.94989874984923,5129.21280411828,5129.21280411828,2564.60640205914,14.0,12.839660323329817,0.13829930310616745,1621.0,3.1642275164209006,1.5821137582104503,8110.92,0.6323836018747909,2026Q1,3584.0
Belém,North,core,2026-06-01,2 adults,1.5,1264.745578629742,2085.599202227117,0.0,208.44588175370404,336.39131421812317,654.187500712173,0.0,144.00199624204453,115.26553007798366,4808.6370038608875,4808.6370038608875,2404.3185019304437,14.0,12.839660323329817,0.13829930310616745,1621.0,2.9664632966445943,1.4832316483222971,8110.92,0.5928596267576166,2026Q1,3584.0
Belém,North,core,2026-06-01,2 adults + 1 child,1.8,1517.6946943556902,2502.7190426725406,0.0,250.13505810444485,403.66957706174776,785.0250008546075,0.0,172.8023954904534,138.31863609358038,5770.364404633065,5770.364404633065,2885.1822023165323,14.0,12.839660323329817,0.13829930310616745,1621.0,3.5597559559735132,1.7798779779867566,8110.92,0.7114315521091399,2026Q1,3584.0
Belém,North,core,2026-06-01,2 adults + 2 children,2.1,1770.6438100816388,2919.838883117964,0.0,291.82423445518566,470.9478399053724,915.8625009970422,0.0,201.60279473886231,161.37174210917712,6732.091805405243,6732.091805405243,3366.0459027026213,14.0,12.839660323329817,0.13829930310616745,1621.0,4.153048615302432,2.076524307651216,8110.92,0.8300034774606633,2026Q1,3584.0
