city,quarter,labour_income_real
Rio Branco (AC),2013Q4,3248.0
Rio Branco (AC),2014Q1,3186.0
Rio Branco (AC),2014Q2,3090.0
Rio Branco (AC),2014Q3,3035.0
Rio Branco (AC),2014Q4,3016.0
Rio Branco (AC),2015Q1,3322.0
Rio Branco (AC),2015Q2,3222.0
Rio Branco (AC),2015Q3,2938.0
Rio Branco (AC),2015Q4,3033.0
Rio Branco (AC),2016Q1,3021.0
Rio Branco (AC),2016Q2,3087.0
Rio Branco (AC),2016Q3,3019.0
Rio Branco (AC),2016Q4,3202.0
Rio Branco (AC),2017Q1,3195.0
Rio Branco (AC),2017Q2,3185.0
Rio Branco (AC),2017Q3,3153.0
Rio Branco (AC),2017Q4,3038.0
Rio Branco (AC),2018Q1,2827.0
Rio Branco (AC),2018Q2,2848.0
Rio Branco (AC),2018Q3,3020.0
Rio Branco (AC),2018Q4,3018.0
Rio Branco (AC),2019Q1,3094.0
Rio Branco (AC),2019Q2,3114.0
Rio Branco (AC),2019Q3,2991.0
Rio Branco (AC),2019Q4,3123.0
Rio Branco (AC),2020Q1,2946.0
Rio Branco (AC),2022Q2,3185.0
Rio Branco (AC),2022Q3,3101.0
Rio Branco (AC),2022Q4,3020.0
Rio Branco (AC),2023Q1,2979.0
Rio Branco (AC),2023Q2,3044.0
Rio Branco (AC),2023Q3,3027.0
Rio Branco (AC),2023Q4,2917.0
Rio Branco (AC),2024Q1,3077.0
Rio Branco (AC),2024Q2,3094.0
Rio Branco (AC),2024Q3,3096.0
Rio Branco (AC),2024Q4,3098.0
Rio Branco (AC),2025Q1,3193.0
Rio Branco (AC),2025Q2,2938.0
Rio Branco (AC),2025Q3,3260.0
Rio Branco (AC),2025Q4,3508.0
Rio Branco (AC),2026Q1,3336.0
Rio de Janeiro (RJ),2012Q1,4177.0
Rio de Janeiro (RJ),2012Q2,4202.0
Rio de Janeiro (RJ),2012Q3,3995.0
Rio de Janeiro (RJ),2012Q4,3927.0
Rio de Janeiro (RJ),2013Q1,4209.0
Rio de Janeiro (RJ),2013Q2,4195.0
Rio de Janeiro (RJ),2013Q3,4365.0
Rio de Janeiro (RJ),2013Q4,4427.0
Rio de Janeiro (RJ),2014Q1,4504.0
Rio de Janeiro (RJ),2014Q2,4455.0
Rio de Janeiro (RJ),2014Q3,4348.0
Rio de Janeiro (RJ),2014Q4,4356.0
Rio de Janeiro (RJ),2015Q1,4223.0
Rio de Janeiro (RJ),2015Q2,4364.0
Rio de Janeiro (RJ),2015Q3,4485.0
Rio de Janeiro (RJ),2015Q4,4361.0
Rio de Janeiro (RJ),2016Q1,4754.0
Rio de Janeiro (RJ),2016Q2,4805.0
Rio de Janeiro (RJ),2016Q3,4592.0
Rio de Janeiro (RJ),2016Q4,4580.0
Rio de Janeiro (RJ),2017Q1,4610.0
Rio de Janeiro (RJ),2017Q2,4220.0
Rio de Janeiro (RJ),2017Q3,4282.0
Rio de Janeiro (RJ),2017Q4,4243.0
Rio de Janeiro (RJ),2018Q1,4356.0
Rio de Janeiro (RJ),2018Q2,4709.0
Rio de Janeiro (RJ),2018Q3,4769.0
Rio de Janeiro (RJ),2018Q4,4826.0
Rio de Janeiro (RJ),2019Q1,5076.0
Rio de Janeiro (RJ),2019Q2,5011.0
Rio de Janeiro (RJ),2019Q3,5112.0
Rio de Janeiro (RJ),2019Q4,5234.0
Rio de Janeiro (RJ),2020Q1,5316.0
Rio de Janeiro (RJ),2022Q2,5087.0
Rio de Janeiro (RJ),2022Q3,5094.0
Rio de Janeiro (RJ),2022Q4,5345.0
Rio de Janeiro (RJ),2023Q1,5494.0
Rio de Janeiro (RJ),2023Q2,5385.0
Rio de Janeiro (RJ),2023Q3,5563.0
Rio de Janeiro (RJ),2023Q4,5481.0
Rio de Janeiro (RJ),2024Q1,5474.0
Rio de Janeiro (RJ),2024Q2,5418.0
Rio de Janeiro (RJ),2024Q3,5298.0
Rio de Janeiro (RJ),2024Q4,5309.0
Rio de Janeiro (RJ),2025Q1,5856.0
Rio de Janeiro (RJ),2025Q2,5997.0
Rio de Janeiro (RJ),2025Q3,5793.0
Rio de Janeiro (RJ),2025Q4,5732.0
Rio de Janeiro (RJ),2026Q1,5680.0
Salvador (BA),2012Q1,3542.0
Salvador (BA),2012Q2,3445.0
Salvador (BA),2012Q3,3348.0
Salvador (BA),2012Q4,3389.0
Salvador (BA),2013Q1,3349.0
Salvador (BA),2013Q2,3495.0
Salvador (BA),2013Q3,3252.0
Salvador (BA),2013Q4,3451.0
Salvador (BA),2014Q1,3481.0
Salvador (BA),2014Q2,3507.0
Salvador (BA),2014Q3,3681.0
Salvador (BA),2014Q4,3530.0
Salvador (BA),2015Q1,3693.0
Salvador (BA),2015Q2,3638.0
Salvador (BA),2015Q3,3524.0
Salvador (BA),2015Q4,3325.0
Salvador (BA),2016Q1,3546.0
Salvador (BA),2016Q2,3137.0
Salvador (BA),2016Q3,3150.0
Salvador (BA),2016Q4,3339.0
Salvador (BA),2017Q1,3299.0
Salvador (BA),2017Q2,3563.0
Salvador (BA),2017Q3,3101.0
Salvador (BA),2017Q4,3966.0
Salvador (BA),2018Q1,3778.0
Salvador (BA),2018Q2,3678.0
Salvador (BA),2018Q3,3757.0
Salvador (BA),2018Q4,3931.0
Salvador (BA),2019Q1,3575.0
Salvador (BA),2019Q2,3496.0
Salvador (BA),2019Q3,3526.0
Salvador (BA),2019Q4,3820.0
Salvador (BA),2020Q1,3888.0
Salvador (BA),2022Q2,3061.0
Salvador (BA),2022Q3,3017.0
Salvador (BA),2022Q4,3235.0
Salvador (BA),2023Q1,3387.0
Salvador (BA),2023Q2,2843.0
Salvador (BA),2023Q3,3324.0
Salvador (BA),2023Q4,3261.0
Salvador (BA),2024Q1,3236.0
Salvador (BA),2024Q2,3204.0
Salvador (BA),2024Q3,2943.0
Salvador (BA),2024Q4,3022.0
Salvador (BA),2025Q1,3127.0
Salvador (BA),2025Q2,3194.0
Salvador (BA),2025Q3,3317.0
Salvador (BA),2025Q4,3180.0
Salvador (BA),2026Q1,3568.0
São Luís (MA),2012Q1,2644.0
São Luís (MA),2012Q2,2786.0
São Luís (MA),2012Q3,2582.0
São Luís (MA),2012Q4,2520.0
São Luís (MA),2013Q1,2481.0
São Luís (MA),2013Q2,2470.0
São Luís (MA),2013Q3,2293.0
São Luís (MA),2013Q4,2025.0
São Luís (MA),2014Q1,2243.0
São Luís (MA),2014Q2,1790.0
São Luís (MA),2014Q3,1944.0
São Luís (MA),2014Q4,2263.0
São Luís (MA),2015Q1,2469.0
São Luís (MA),2015Q2,2351.0
São Luís (MA),2015Q3,2555.0
São Luís (MA),2015Q4,2643.0
São Luís (MA),2016Q1,2611.0
São Luís (MA),2016Q2,2606.0
São Luís (MA),2016Q3,2552.0
São Luís (MA),2016Q4,2702.0
São Luís (MA),2017Q1,2760.0
São Luís (MA),2017Q2,3080.0
São Luís (MA),2017Q3,3117.0
São Luís (MA),2017Q4,2792.0
São Luís (MA),2018Q1,2579.0
São Luís (MA),2018Q2,2777.0
São Luís (MA),2018Q3,2905.0
São Luís (MA),2018Q4,3072.0
São Luís (MA),2019Q1,3159.0
São Luís (MA),2019Q2,2552.0
São Luís (MA),2019Q3,2660.0
São Luís (MA),2019Q4,2583.0
São Luís (MA),2020Q1,2777.0
São Luís (MA),2022Q2,2832.0
São Luís (MA),2022Q3,2966.0
São Luís (MA),2022Q4,2949.0
São Luís (MA),2023Q1,3054.0
São Luís (MA),2023Q2,2959.0
São Luís (MA),2023Q3,2740.0
São Luís (MA),2023Q4,2612.0
São Luís (MA),2024Q1,2883.0
São Luís (MA),2024Q2,3394.0
São Luís (MA),2024Q3,3302.0
São Luís (MA),2024Q4,3230.0
São Luís (MA),2025Q1,3290.0
São Luís (MA),2025Q2,3333.0
São Luís (MA),2025Q3,3446.0
São Luís (MA),2025Q4,2997.0
São Luís (MA),2026Q1,3109.0
São Paulo (SP),2012Q1,4869.0
São Paulo (SP),2012Q2,4905.0
São Paulo (SP),2012Q3,4926.0
São Paulo (SP),2012Q4,4963.0
São Paulo (SP),2013Q1,4828.0
São Paulo (SP),2013Q2,5154.0
São Paulo (SP),2013Q3,5106.0
São Paulo (SP),2013Q4,4913.0
São Paulo (SP),2014Q1,5319.0
São Paulo (SP),2014Q2,5509.0
São Paulo (SP),2014Q3,5775.0
São Paulo (SP),2014Q4,5596.0
São Paulo (SP),2015Q1,5540.0
São Paulo (SP),2015Q2,5643.0
São Paulo (SP),2015Q3,5485.0
São Paulo (SP),2015Q4,5588.0
São Paulo (SP),2016Q1,5458.0
São Paulo (SP),2016Q2,5240.0
São Paulo (SP),2016Q3,5332.0
São Paulo (SP),2016Q4,5456.0
São Paulo (SP),2017Q1,5396.0
São Paulo (SP),2017Q2,5421.0
São Paulo (SP),2017Q3,5481.0
São Paulo (SP),2017Q4,5500.0
São Paulo (SP),2018Q1,5778.0
São Paulo (SP),2018Q2,5831.0
São Paulo (SP),2018Q3,5521.0
São Paulo (SP),2018Q4,5824.0
São Paulo (SP),2019Q1,5635.0
São Paulo (SP),2019Q2,5633.0
São Paulo (SP),2019Q3,5570.0
São Paulo (SP),2019Q4,5662.0
São Paulo (SP),2020Q1,5857.0
São Paulo (SP),2022Q2,5202.0
São Paulo (SP),2022Q3,5247.0
São Paulo (SP),2022Q4,5573.0
São Paulo (SP),2023Q1,5539.0
São Paulo (SP),2023Q2,5529.0
São Paulo (SP),2023Q3,5612.0
São Paulo (SP),2023Q4,5769.0
São Paulo (SP),2024Q1,5608.0
São Paulo (SP),2024Q2,5503.0
São Paulo (SP),2024Q3,5757.0
São Paulo (SP),2024Q4,5942.0
São Paulo (SP),2025Q1,5519.0
São Paulo (SP),2025Q2,5665.0
São Paulo (SP),2025Q3,5686.0
São Paulo (SP),2025Q4,5746.0
São Paulo (SP),2026Q1,5559.0
Teresina (PI),2012Q1,2782.0
Teresina (PI),2012Q2,2657.0
Teresina (PI),2012Q3,2652.0
Teresina (PI),2012Q4,2605.0
Teresina (PI),2013Q1,2685.0
Teresina (PI),2013Q2,2837.0
Teresina (PI),2013Q3,3280.0
Teresina (PI),2013Q4,3143.0
Teresina (PI),2014Q1,3131.0
Teresina (PI),2014Q2,3121.0
Teresina (PI),2014Q3,3075.0
Teresina (PI),2014Q4,2996.0
Teresina (PI),2015Q1,2997.0
Teresina (PI),2015Q2,2918.0
Teresina (PI),2015Q3,2941.0
Teresina (PI),2015Q4,3007.0
Teresina (PI),2016Q1,3102.0
Teresina (PI),2016Q2,2997.0
Teresina (PI),2016Q3,2851.0
Teresina (PI),2016Q4,2805.0
Teresina (PI),2017Q1,3077.0
Teresina (PI),2017Q2,2877.0
Teresina (PI),2017Q3,2722.0
Teresina (PI),2017Q4,2870.0
Teresina (PI),2018Q1,2702.0
Teresina (PI),2018Q2,2656.0
Teresina (PI),2018Q3,2668.0
Teresina (PI),2018Q4,2845.0
Teresina (PI),2019Q1,2852.0
Teresina (PI),2019Q2,2854.0
Teresina (PI),2019Q3,2720.0
Teresina (PI),2019Q4,2570.0
Teresina (PI),2020Q1,2799.0
Teresina (PI),2022Q2,2998.0
Teresina (PI),2022Q3,3545.0
Teresina (PI),2022Q4,3369.0
Teresina (PI),2023Q1,3728.0
Teresina (PI),2023Q2,3707.0
Teresina (PI),2023Q3,3810.0
Teresina (PI),2023Q4,3661.0
Teresina (PI),2024Q1,3905.0
Teresina (PI),2024Q2,4164.0
Teresina (PI),2024Q3,4030.0
Teresina (PI),2024Q4,4079.0
Teresina (PI),2025Q1,4043.0
Teresina (PI),2025Q2,3621.0
Teresina (PI),2025Q3,4114.0
Teresina (PI),2025Q4,4266.0
Teresina (PI),2026Q1,4169.0
Vitória (ES),2012Q1,5666.0
Vitória (ES),2012Q2,5855.0
Vitória (ES),2012Q3,5780.0
Vitória (ES),2012Q4,5684.0
Vitória (ES),2013Q1,5597.0
Vitória (ES),2013Q2,5893.0
Vitória (ES),2013Q3,5756.0
Vitória (ES),2013Q4,6535.0
Vitória (ES),2014Q1,6930.0
Vitória (ES),2014Q2,6251.0
Vitória (ES),2014Q3,6424.0
Vitória (ES),2014Q4,6386.0
Vitória (ES),2015Q1,5668.0
Vitória (ES),2015Q2,6081.0
Vitória (ES),2015Q3,6477.0
Vitória (ES),2015Q4,6633.0
Vitória (ES),2016Q1,6674.0
Vitória (ES),2016Q2,6571.0
Vitória (ES),2016Q3,6581.0
Vitória (ES),2016Q4,5716.0
Vitória (ES),2017Q1,6424.0
Vitória (ES),2017Q2,6481.0
Vitória (ES),2017Q3,6219.0
Vitória (ES),2017Q4,6301.0
Vitória (ES),2018Q1,6177.0
Vitória (ES),2018Q2,5990.0
Vitória (ES),2018Q3,6493.0
Vitória (ES),2018Q4,6570.0
Vitória (ES),2019Q1,6783.0
Vitória (ES),2019Q2,6620.0
Vitória (ES),2019Q3,6564.0
Vitória (ES),2019Q4,6297.0
Vitória (ES),2020Q1,6280.0
Vitória (ES),2022Q2,5063.0
Vitória (ES),2022Q3,5895.0
Vitória (ES),2022Q4,6046.0
Vitória (ES),2023Q1,5706.0
Vitória (ES),2023Q2,5622.0
Vitória (ES),2023Q3,5997.0
Vitória (ES),2023Q4,5499.0
Vitória (ES),2024Q1,6104.0
Vitória (ES),2024Q2,6757.0
Vitória (ES),2024Q3,6809.0
Vitória (ES),2024Q4,6731.0
Vitória (ES),2025Q1,6906.0
Vitória (ES),2025Q2,6939.0
Vitória (ES),2025Q3,5522.0
Vitória (ES),2025Q4,5772.0
Vitória (ES),2026Q1,5964.0
