city,territory,category,group_key,date,monthly_change_pct
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2025-06-01,2.07
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2025-07-01,0.46
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2025-08-01,-2.58
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2025-09-01,3.81
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2025-10-01,-1.55
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2025-11-01,0.57
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2025-12-01,1.87
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2026-01-01,2.62
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2026-02-01,-0.43
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2026-03-01,-1.48
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2026-04-01,-0.91
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2026-05-01,1.13
Rio Branco,Rio Branco (AC),2.Habitação,g2_housing,2026-06-01,1.74
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-01-01,0.06
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-02-01,0.12
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-03-01,0.34
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-04-01,-1.69
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-05-01,-0.6
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-06-01,-0.36
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-07-01,2.04
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-08-01,2.01
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-09-01,0.56
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-10-01,-0.09
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-11-01,-0.62
São Luís,São Luís (MA),2.Habitação,g2_housing,2020-12-01,2.75
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-01-01,-1.67
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-02-01,1.09
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-03-01,1.55
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-04-01,1.57
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-05-01,1.63
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-06-01,0.4
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-07-01,1.75
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-08-01,0.36
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-09-01,3.33
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-10-01,2.72
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-11-01,1.45
São Luís,São Luís (MA),2.Habitação,g2_housing,2021-12-01,-0.15
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-01-01,-0.6
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-02-01,0.22
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-03-01,1.39
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-04-01,-2.01
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-05-01,-3.59
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-06-01,0.66
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-07-01,-2.81
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-08-01,-1.86
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-09-01,2.47
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-10-01,4.28
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-11-01,-0.51
São Luís,São Luís (MA),2.Habitação,g2_housing,2022-12-01,-0.49
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-01-01,-2.23
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-02-01,1.4
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-03-01,0.16
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-04-01,0.33
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-05-01,0.03
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-06-01,-1.26
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-07-01,-1.23
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-08-01,2.25
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-09-01,3.2
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-10-01,-0.24
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-11-01,-1.01
São Luís,São Luís (MA),2.Habitação,g2_housing,2023-12-01,0.26
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-01-01,2.19
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-02-01,1.87
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-03-01,1.01
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-04-01,-0.02
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-05-01,0.43
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-06-01,0.67
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-07-01,1.42
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-08-01,-2.13
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-09-01,2.12
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-10-01,2.75
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-11-01,-2.07
São Luís,São Luís (MA),2.Habitação,g2_housing,2024-12-01,-0.6
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-01-01,-5.71
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-02-01,5.09
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-03-01,0.11
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-04-01,0.61
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-05-01,2.45
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-06-01,1.94
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-07-01,-0.83
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-08-01,-1.52
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-09-01,9.37
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-10-01,-0.26
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-11-01,0.23
São Luís,São Luís (MA),2.Habitação,g2_housing,2025-12-01,-1.9
São Luís,São Luís (MA),2.Habitação,g2_housing,2026-01-01,-1.12
São Luís,São Luís (MA),2.Habitação,g2_housing,2026-02-01,-0.51
São Luís,São Luís (MA),2.Habitação,g2_housing,2026-03-01,1.6
São Luís,São Luís (MA),2.Habitação,g2_housing,2026-04-01,1.64
São Luís,São Luís (MA),2.Habitação,g2_housing,2026-05-01,0.84
São Luís,São Luís (MA),2.Habitação,g2_housing,2026-06-01,0.04
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-01-01,0.13
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-02-01,-0.14
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-03-01,-0.19
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-04-01,0.19
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-05-01,0.15
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-06-01,-0.36
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-07-01,0.65
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-08-01,-0.59
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-09-01,0.59
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-10-01,-0.12
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-11-01,-0.12
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2020-12-01,3.28
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-01-01,-1.43
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-02-01,0.13
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-03-01,0.93
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-04-01,1.32
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-05-01,2.73
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-06-01,1.37
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-07-01,1.97
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-08-01,0.41
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-09-01,2.25
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-10-01,0.92
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-11-01,0.1
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2021-12-01,0.37
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-01-01,0.34
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-02-01,0.83
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-03-01,1.18
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-04-01,-0.61
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-05-01,0.41
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-06-01,0.42
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-07-01,-3.08
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-08-01,-1.56
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-09-01,0.48
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-10-01,0.53
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-11-01,0.33
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2022-12-01,-0.23
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-01-01,-0.42
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-02-01,-0.09
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-03-01,0.7
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-04-01,0.96
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-05-01,1.36
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-06-01,-0.2
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-07-01,-1.18
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-08-01,0.68
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-09-01,0.17
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-10-01,-0.15
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-11-01,0.69
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2023-12-01,0.17
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-01-01,0.58
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-02-01,0.32
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-03-01,0.67
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-04-01,0.53
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-05-01,-0.62
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-06-01,0.22
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-07-01,1.16
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-08-01,-0.56
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-09-01,1.82
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-10-01,1.47
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-11-01,-1.55
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2024-12-01,-0.63
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-01-01,-3.4
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-02-01,4.52
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-03-01,0.36
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-04-01,0.66
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-05-01,1.15
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-06-01,1.25
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-07-01,0.79
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-08-01,-1.71
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-09-01,4.09
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-10-01,-0.54
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-11-01,0.34
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2025-12-01,-1.0
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2026-01-01,-0.14
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2026-02-01,-0.22
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2026-03-01,-0.37
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2026-04-01,1.03
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2026-05-01,2.04
Aracaju,Aracaju (SE),2.Habitação,g2_housing,2026-06-01,0.8
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-01-01,0.72
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-02-01,-0.22
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-03-01,0.06
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-04-01,0.32
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-05-01,-0.22
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-06-01,-0.11
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-07-01,1.21
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-08-01,0.32
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-09-01,1.38
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-10-01,0.53
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-11-01,-0.45
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2020-12-01,2.99
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-01-01,1.36
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-02-01,-0.54
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-03-01,0.66
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-04-01,0.13
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-05-01,3.64
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-06-01,1.3
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-07-01,1.87
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-08-01,-0.2
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-09-01,2.51
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-10-01,0.27
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-11-01,0.96
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2021-12-01,0.76
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-01-01,0.69
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-02-01,0.47
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-03-01,2.23
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-04-01,0.02
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-05-01,-0.72
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-06-01,1.22
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-07-01,0.53
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-08-01,0.71
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-09-01,-0.25
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-10-01,0.21
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-11-01,-0.21
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2022-12-01,-0.29
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-01-01,2.14
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-02-01,0.73
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-03-01,-0.17
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-04-01,1.97
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-05-01,1.34
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-06-01,-0.14
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-07-01,-1.08
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-08-01,1.06
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-09-01,0.72
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-10-01,-0.12
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-11-01,0.56
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2023-12-01,-0.1
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-01-01,1.03
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-02-01,0.15
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-03-01,0.14
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-04-01,-0.19
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-05-01,-0.86
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-06-01,0.33
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-07-01,1.18
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-08-01,-1.04
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-09-01,2.06
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-10-01,0.81
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-11-01,-0.78
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2024-12-01,-0.52
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-01-01,-2.6
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-02-01,4.76
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-03-01,0.09
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-04-01,0.15
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-05-01,0.83
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-06-01,0.98
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-07-01,-0.48
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-08-01,-1.87
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-09-01,3.1
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-10-01,-0.16
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-11-01,0.65
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2025-12-01,-0.46
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2026-01-01,0.59
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2026-02-01,-1.62
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2026-03-01,-0.24
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2026-04-01,0.93
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2026-05-01,4.88
Campo Grande,Campo Grande (MS),2.Habitação,g2_housing,2026-06-01,-0.2
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-01-01,1.05
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-02-01,-0.18
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-03-01,-2.18
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-04-01,0.73
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-05-01,1.01
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-06-01,-1.01
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-07-01,0.84
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-08-01,-0.27
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-09-01,0.2
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-10-01,0.45
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-11-01,1.77
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2020-12-01,2.97
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-01-01,-1.87
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-02-01,0.25
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-03-01,-0.34
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-04-01,0.07
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-05-01,1.13
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-06-01,0.54
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-07-01,2.05
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-08-01,1.25
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-09-01,2.06
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-10-01,2.38
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-11-01,4.76
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2021-12-01,-0.69
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-01-01,0.6
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-02-01,2.27
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-03-01,3.46
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-04-01,-3.35
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-05-01,-2.37
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-06-01,-0.45
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-07-01,-4.41
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-08-01,0.74
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-09-01,-0.14
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-10-01,-0.2
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-11-01,2.6
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2022-12-01,1.01
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2023-01-01,-0.4
Goiânia,Goiânia (GO),2.Habitação,g2_housing,2023-02-01,-0.33
