city,territory,category,group_key,date,monthly_change_pct
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2023-11-01,0.18
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2023-12-01,0.07
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-01-01,0.22
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-02-01,-0.81
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-03-01,0.32
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-04-01,-0.06
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-05-01,-1.02
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-06-01,-0.5
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-07-01,0.5
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-08-01,1.4
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-09-01,-0.03
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-10-01,0.37
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-11-01,0.08
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2024-12-01,0.76
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-01-01,-0.13
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-02-01,0.79
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-03-01,0.5
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-04-01,0.83
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-05-01,-0.15
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-06-01,0.38
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-07-01,0.67
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-08-01,0.46
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-09-01,-0.22
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-10-01,0.21
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-11-01,-0.57
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2025-12-01,-0.66
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2026-01-01,-0.34
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2026-02-01,0.61
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2026-03-01,0.53
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2026-04-01,0.36
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2026-05-01,0.25
Curitiba,Curitiba (PR),3.Artigos de residência,g3_household_articles,2026-06-01,0.3
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-01-01,0.75
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-02-01,-0.22
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-03-01,-1.45
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-04-01,-0.87
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-05-01,-0.09
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-06-01,1.02
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-07-01,1.64
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-08-01,0.43
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-09-01,0.76
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-10-01,1.6
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-11-01,1.62
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2020-12-01,2.14
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-01-01,1.01
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-02-01,0.74
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-03-01,0.71
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-04-01,0.06
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-05-01,0.95
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-06-01,1.02
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-07-01,1.02
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-08-01,1.26
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-09-01,1.69
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-10-01,0.6
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-11-01,0.92
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2021-12-01,1.35
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-01-01,1.89
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-02-01,1.71
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-03-01,0.62
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-04-01,1.82
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-05-01,0.54
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-06-01,0.73
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-07-01,0.56
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-08-01,0.99
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-09-01,-0.3
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-10-01,0.66
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-11-01,-0.71
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2022-12-01,0.09
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-01-01,0.6
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-02-01,0.03
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-03-01,-0.74
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-04-01,0.5
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-05-01,-0.26
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-06-01,-1.18
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-07-01,-0.16
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-08-01,0.01
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-09-01,-0.8
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-10-01,0.28
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-11-01,0.15
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2023-12-01,0.45
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-01-01,-0.77
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-02-01,0.36
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-03-01,-0.17
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-04-01,-0.34
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-05-01,-1.54
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-06-01,0.55
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-07-01,1.57
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-08-01,0.92
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-09-01,0.25
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-10-01,0.36
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-11-01,-0.18
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2024-12-01,0.88
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-01-01,0.56
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-02-01,-0.02
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-03-01,-0.09
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-04-01,1.13
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-05-01,-0.08
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-06-01,-0.47
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-07-01,0.27
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-08-01,-0.47
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-09-01,-0.81
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-10-01,-0.71
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-11-01,-0.5
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2025-12-01,1.47
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2026-01-01,-0.69
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2026-02-01,0.16
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2026-03-01,0.58
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2026-04-01,0.87
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2026-05-01,-0.23
Porto Alegre,Porto Alegre (RS),3.Artigos de residência,g3_household_articles,2026-06-01,0.92
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-01-01,-0.81
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-02-01,-0.75
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-03-01,-0.02
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-04-01,0.12
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-05-01,-0.18
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-06-01,-0.63
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-07-01,-0.67
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-08-01,-1.21
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-09-01,0.94
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-10-01,1.29
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-11-01,-0.07
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2020-12-01,0.81
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-01-01,-0.48
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-02-01,1.03
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-03-01,0.48
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-04-01,1.41
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-05-01,0.61
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-06-01,-0.24
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-07-01,0.66
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-08-01,1.99
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-09-01,2.25
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-10-01,0.94
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-11-01,0.07
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2021-12-01,2.54
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-01-01,1.83
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-02-01,-0.23
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-03-01,0.88
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-04-01,0.88
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-05-01,-0.83
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-06-01,0.72
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-07-01,0.99
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-08-01,-0.65
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-09-01,1.53
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-10-01,1.75
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-11-01,1.83
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2022-12-01,2.65
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-01-01,1.11
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-02-01,1.0
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-03-01,-0.87
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-04-01,1.03
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-05-01,0.81
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-06-01,0.45
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-07-01,0.42
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-08-01,0.6
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-09-01,1.99
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-10-01,-0.72
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-11-01,-1.73
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2023-12-01,0.47
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-01-01,0.1
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-02-01,-0.53
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-03-01,0.19
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-04-01,0.26
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-05-01,0.74
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-06-01,-0.42
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-07-01,-0.21
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-08-01,-1.52
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-09-01,0.08
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-10-01,0.75
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-11-01,-1.27
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2024-12-01,1.33
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-01-01,0.16
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-02-01,-0.12
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-03-01,0.49
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-04-01,0.95
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-05-01,0.21
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-06-01,0.21
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-07-01,-0.91
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-08-01,1.74
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-09-01,0.59
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-10-01,0.88
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-11-01,-0.81
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2025-12-01,1.51
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2026-01-01,0.07
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2026-02-01,-0.8
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2026-03-01,-0.16
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2026-04-01,0.02
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2026-05-01,1.18
Rio Branco,Rio Branco (AC),4.Vestuário,g4_clothing,2026-06-01,1.57
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-01-01,-0.6
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-02-01,0.4
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-03-01,-0.77
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-04-01,-0.42
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-05-01,-0.04
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-06-01,-1.58
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-07-01,-0.15
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-08-01,-0.34
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-09-01,0.67
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-10-01,0.84
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-11-01,0.11
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2020-12-01,1.77
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-01-01,0.14
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-02-01,-0.21
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-03-01,0.21
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-04-01,0.88
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-05-01,0.39
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-06-01,-0.18
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-07-01,0.73
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-08-01,1.1
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-09-01,0.42
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-10-01,1.51
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-11-01,-0.58
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2021-12-01,1.93
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-01-01,2.29
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-02-01,1.41
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-03-01,1.66
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-04-01,1.71
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-05-01,1.86
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-06-01,0.39
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-07-01,0.91
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-08-01,1.94
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-09-01,1.5
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-10-01,0.99
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-11-01,1.12
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2022-12-01,1.63
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-01-01,-0.86
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-02-01,-0.04
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-03-01,0.19
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-04-01,0.27
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-05-01,0.7
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-06-01,0.54
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-07-01,-0.36
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-08-01,0.44
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-09-01,0.08
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-10-01,0.89
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-11-01,-0.71
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2023-12-01,-0.06
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-01-01,0.41
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-02-01,0.4
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-03-01,0.45
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-04-01,0.97
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-05-01,0.79
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-06-01,0.16
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-07-01,1.22
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-08-01,-0.07
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-09-01,0.24
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-10-01,0.25
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-11-01,-0.89
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2024-12-01,0.43
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-01-01,0.15
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-02-01,0.52
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-03-01,0.89
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-04-01,0.55
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-05-01,0.38
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-06-01,-0.28
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-07-01,-1.16
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-08-01,1.6
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-09-01,-0.33
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-10-01,0.57
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-11-01,0.58
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2025-12-01,1.07
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2026-01-01,-0.82
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2026-02-01,-0.68
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2026-03-01,0.35
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2026-04-01,0.1
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2026-05-01,0.75
São Luís,São Luís (MA),4.Vestuário,g4_clothing,2026-06-01,0.39
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-01-01,-0.56
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-02-01,-0.4
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-03-01,0.14
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-04-01,-1.41
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-05-01,-1.29
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-06-01,-0.17
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-07-01,-1.85
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-08-01,-2.31
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-09-01,0.16
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-10-01,0.91
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-11-01,-0.54
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2020-12-01,-0.37
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-01-01,-0.13
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-02-01,-0.04
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-03-01,-1.89
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-04-01,1.58
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-05-01,1.38
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-06-01,0.06
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-07-01,0.06
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-08-01,1.44
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-09-01,0.92
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-10-01,1.41
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-11-01,2.97
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2021-12-01,3.03
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-01-01,2.15
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-02-01,1.94
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-03-01,2.2
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-04-01,2.32
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-05-01,2.32
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-06-01,2.49
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-07-01,1.02
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-08-01,0.7
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-09-01,1.12
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-10-01,1.49
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-11-01,1.33
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2022-12-01,2.29
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-01-01,-0.79
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-02-01,0.24
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-03-01,-0.24
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-04-01,0.94
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-05-01,0.56
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-06-01,-0.57
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-07-01,0.74
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-08-01,0.19
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-09-01,0.23
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-10-01,-0.04
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-11-01,-0.69
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2023-12-01,0.52
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-01-01,-0.13
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-02-01,-0.05
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-03-01,0.51
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-04-01,-0.5
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-05-01,0.83
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-06-01,-0.26
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-07-01,0.46
Aracaju,Aracaju (SE),4.Vestuário,g4_clothing,2024-08-01,0.45
