state,quarter_label,labour_income_real,quarter,region,informality_rate,dieese_pc_real,ratio_pct,quarter_str
Minas Gerais,4º trimestre 2016,2778.0,2016Q4,Southeast,38.4,1563.0925607196968,177.7245999252227,2016Q4
Minas Gerais,1º trimestre 2017,2760.0,2017Q1,Southeast,39.5,1462.7134687566702,188.69040717496395,2017Q1
Minas Gerais,2º trimestre 2017,2792.0,2017Q2,Southeast,39.7,1501.363255247243,185.96432210805747,2017Q2
Minas Gerais,3º trimestre 2017,2853.0,2017Q3,Southeast,39.7,1464.7913139185341,194.7717721214363,2017Q3
Minas Gerais,4º trimestre 2017,2880.0,2017Q4,Southeast,39.2,1436.901422607613,200.43128600802186,2017Q4
Minas Gerais,1º trimestre 2018,2889.0,2018Q1,Southeast,39.3,1437.3564047344516,200.99399080729293,2018Q1
Minas Gerais,2º trimestre 2018,2892.0,2018Q2,Southeast,39.5,1435.4605898584905,201.46843601502826,2018Q2
Minas Gerais,3º trimestre 2018,2864.0,2018Q3,Southeast,39.8,1379.9485013190076,207.54397698627733,2018Q3
Minas Gerais,4º trimestre 2018,2824.0,2018Q4,Southeast,39.8,1465.3739040880503,192.71531942268803,2018Q4
Minas Gerais,1º trimestre 2019,2826.0,2019Q1,Southeast,39.2,1519.4737125417503,185.98544855854823,2019Q1
Minas Gerais,2º trimestre 2019,2827.0,2019Q2,Southeast,39.9,1572.3309076402804,179.7967581927585,2019Q2
Minas Gerais,3º trimestre 2019,2811.0,2019Q3,Southeast,39.7,1484.533336932198,189.35243352695318,2019Q3
Minas Gerais,4º trimestre 2019,2860.0,2019Q4,Southeast,39.7,1493.175712249499,191.53807395456178,2019Q4
Minas Gerais,1º trimestre 2020,2885.0,2020Q1,Southeast,37.6,1575.5359985951482,183.11228702945894,2020Q1
Minas Gerais,2º trimestre 2020,3016.0,2020Q2,Southeast,35.4,1669.033443373206,180.70338925650898,2020Q2
Minas Gerais,3º trimestre 2020,2951.0,2020Q3,Southeast,37.5,1637.1745618819775,180.2495634068333,2020Q3
Minas Gerais,4º trimestre 2020,2917.0,2020Q4,Southeast,38.5,1795.215855247209,162.4874240874124,2020Q4
Minas Gerais,1º trimestre 2021,2880.0,2021Q1,Southeast,38.0,1819.3382207878788,158.29931824071684,2021Q1
Minas Gerais,2º trimestre 2021,2833.0,2021Q2,Southeast,39.6,1772.9198499469696,159.79289757992944,2021Q2
Minas Gerais,3º trimestre 2021,2809.0,2021Q3,Southeast,40.0,1795.7637244696969,156.42369659903449,2021Q3
Minas Gerais,4º trimestre 2021,2731.0,2021Q4,Southeast,39.5,1835.3350591136361,148.80116774530094,2021Q4
Minas Gerais,1º trimestre 2022,2687.0,2022Q1,Southeast,39.1,1862.2395224972497,144.2886356743601,2022Q1
Minas Gerais,2º trimestre 2022,2719.0,2022Q2,Southeast,38.8,1946.5575643014301,139.6824861419282,2022Q2
Minas Gerais,3º trimestre 2022,2871.0,2022Q3,Southeast,37.9,1872.1964641570405,153.34929079105342,2022Q3
Minas Gerais,4º trimestre 2022,2904.0,2022Q4,Southeast,36.1,1927.633728307206,150.65102655939785,2022Q4
Minas Gerais,1º trimestre 2023,3026.0,2023Q1,Southeast,37.2,1901.5979813236047,159.12932332278544,2023Q1
Minas Gerais,2º trimestre 2023,3010.0,2023Q2,Southeast,37.1,1888.6460258899479,159.37343254047087,2023Q2
Minas Gerais,3º trimestre 2023,3132.0,2023Q3,Southeast,36.8,1819.1727967234847,172.16616286484992,2023Q3
Minas Gerais,4º trimestre 2023,3085.0,2023Q4,Southeast,37.5,1785.7779660732324,172.75383942515776,2023Q4
Minas Gerais,1º trimestre 2024,3148.0,2024Q1,Southeast,37.2,1907.1590646659586,165.06226765890534,2024Q1
Minas Gerais,2º trimestre 2024,3230.0,2024Q2,Southeast,36.6,1913.0843132908403,168.83730516005508,2024Q2
Minas Gerais,3º trimestre 2024,3190.0,2024Q3,Southeast,36.5,1828.9804089648253,174.41411533792703,2024Q3
Minas Gerais,4º trimestre 2024,3135.0,2024Q4,Southeast,36.4,1871.7090283876298,167.49398290292072,2024Q4
Minas Gerais,1º trimestre 2025,3207.0,2025Q1,Southeast,35.8,1929.8624892402283,166.17764311604247,2025Q1
Minas Gerais,2º trimestre 2025,3284.0,2025Q2,Southeast,36.5,1968.7305614844092,166.80799619039217,2025Q2
Minas Gerais,3º trimestre 2025,3271.0,2025Q3,Southeast,37.2,1864.5290924297321,175.43303632433256,2025Q3
Minas Gerais,4º trimestre 2025,3406.0,2025Q4,Southeast,36.5,1839.2323046442687,185.1859600007822,2025Q4
Minas Gerais,1º trimestre 2026,3448.0,2026Q1,Southeast,35.8,1855.8413021591607,185.79174824854138,2026Q1
Espírito Santo,4º trimestre 2015,3105.0,2015Q4,Southeast,36.5,1440.085875888325,215.61214174707902,2015Q4
Espírito Santo,1º trimestre 2016,3113.0,2016Q1,Southeast,35.6,1550.0176104829545,200.83642785387784,2016Q1
Espírito Santo,2º trimestre 2016,3034.0,2016Q2,Southeast,37.3,1542.3339424526514,196.71485639324453,2016Q2
Espírito Santo,3º trimestre 2016,3042.0,2016Q3,Southeast,37.5,1594.1316378882575,190.8248934843129,2016Q3
Espírito Santo,4º trimestre 2016,3046.0,2016Q4,Southeast,38.2,1563.0925607196968,194.8700976861873,2016Q4
Espírito Santo,1º trimestre 2017,3185.0,2017Q1,Southeast,39.0,1462.7134687566702,217.74599523632614,2017Q1
Espírito Santo,2º trimestre 2017,3083.0,2017Q2,Southeast,40.6,1501.363255247243,205.3467066830735,2017Q2
Espírito Santo,3º trimestre 2017,3049.0,2017Q3,Southeast,40.8,1464.7913139185341,208.1525177701575,2017Q3
Espírito Santo,4º trimestre 2017,3058.0,2017Q4,Southeast,40.6,1436.901422607613,212.8190529904621,2017Q4
Espírito Santo,1º trimestre 2018,3060.0,2018Q1,Southeast,41.2,1437.3564047344516,212.89083138467166,2018Q1
Espírito Santo,2º trimestre 2018,2956.0,2018Q2,Southeast,42.3,1435.4605898584905,205.92693529060287,2018Q2
Espírito Santo,3º trimestre 2018,3073.0,2018Q3,Southeast,42.1,1379.9485013190076,222.68946972026194,2018Q3
Espírito Santo,4º trimestre 2018,3114.0,2018Q4,Southeast,41.9,1465.3739040880503,212.50549032657594,2018Q4
Espírito Santo,1º trimestre 2019,3152.0,2019Q1,Southeast,42.1,1519.4737125417503,207.44024552602409,2019Q1
Espírito Santo,2º trimestre 2019,3034.0,2019Q2,Southeast,41.7,1572.3309076402804,192.96192584252893,2019Q2
Espírito Santo,3º trimestre 2019,3102.0,2019Q3,Southeast,40.9,1484.533336932198,208.9545531129878,2019Q3
Espírito Santo,4º trimestre 2019,3126.0,2019Q4,Southeast,40.2,1493.175712249499,209.35245425942662,2019Q4
Espírito Santo,1º trimestre 2020,3096.0,2020Q1,Southeast,41.3,1575.5359985951482,196.50455481566894,2020Q1
Espírito Santo,2º trimestre 2020,3180.0,2020Q2,Southeast,36.7,1669.033443373206,190.52943562191598,2020Q2
Espírito Santo,3º trimestre 2020,3131.0,2020Q3,Southeast,38.7,1637.1745618819775,191.2441148853931,2020Q3
Espírito Santo,4º trimestre 2020,3085.0,2020Q4,Southeast,38.7,1795.215855247209,171.8456302055767,2020Q4
Espírito Santo,1º trimestre 2021,3070.0,2021Q1,Southeast,39.9,1819.3382207878788,168.7426760413197,2021Q1
Espírito Santo,2º trimestre 2021,2971.0,2021Q2,Southeast,40.3,1772.9198499469696,167.57666738791752,2021Q2
Espírito Santo,3º trimestre 2021,3010.0,2021Q3,Southeast,39.6,1795.7637244696969,167.61670586083793,2021Q3
Espírito Santo,4º trimestre 2021,3030.0,2021Q4,Southeast,38.4,1835.3350591136361,165.0924709880124,2021Q4
Espírito Santo,1º trimestre 2022,3104.0,2022Q1,Southeast,39.4,1862.2395224972497,166.68102907823365,2022Q1
Espírito Santo,2º trimestre 2022,3055.0,2022Q2,Southeast,40.3,1946.5575643014301,156.94372753350152,2022Q2
Espírito Santo,3º trimestre 2022,3164.0,2022Q3,Southeast,38.1,1872.1964641570405,168.99935773698815,2022Q3
Espírito Santo,4º trimestre 2022,3212.0,2022Q4,Southeast,38.1,1927.633728307206,166.62916573994005,2022Q4
Espírito Santo,1º trimestre 2023,3259.0,2023Q1,Southeast,38.8,1901.5979813236047,171.38217604393844,2023Q1
Espírito Santo,2º trimestre 2023,3243.0,2023Q2,Southeast,38.4,1888.6460258899479,171.71031286669336,2023Q2
Espírito Santo,3º trimestre 2023,3165.0,2023Q3,Southeast,39.0,1819.1727967234847,173.98017415940294,2023Q3
Espírito Santo,4º trimestre 2023,3238.0,2023Q4,Southeast,37.8,1785.7779660732324,181.3215338925967,2023Q4
Espírito Santo,1º trimestre 2024,3392.0,2024Q1,Southeast,39.0,1907.1590646659586,177.85616642281033,2024Q1
Espírito Santo,2º trimestre 2024,3434.0,2024Q2,Southeast,39.6,1913.0843132908403,179.50071390700592,2024Q2
Espírito Santo,3º trimestre 2024,3534.0,2024Q3,Southeast,38.3,1828.9804089648253,193.22240865336494,2024Q3
Espírito Santo,4º trimestre 2024,3476.0,2024Q4,Southeast,38.4,1871.7090283876298,185.7126266572735,2024Q4
Espírito Santo,1º trimestre 2025,3557.0,2025Q1,Southeast,37.6,1929.8624892402283,184.31365031610946,2025Q1
Espírito Santo,2º trimestre 2025,3578.0,2025Q2,Southeast,38.2,1968.7305614844092,181.74147696992182,2025Q2
Espírito Santo,3º trimestre 2025,3506.0,2025Q3,Southeast,38.7,1864.5290924297321,188.03675492299294,2025Q3
Espírito Santo,4º trimestre 2025,3554.0,2025Q4,Southeast,37.0,1839.2323046442687,193.23279560856722,2025Q4
Espírito Santo,1º trimestre 2026,3708.0,2026Q1,Southeast,38.6,1855.8413021591607,199.80156685196968,2026Q1
Rio de Janeiro,4º trimestre 2015,3470.0,2015Q4,Southeast,31.3,1440.085875888325,240.95785245164708,2015Q4
Rio de Janeiro,1º trimestre 2016,3590.0,2016Q1,Southeast,31.7,1550.0176104829545,231.61027176210132,2016Q1
Rio de Janeiro,2º trimestre 2016,3592.0,2016Q2,Southeast,32.6,1542.3339424526514,232.89379174836333,2016Q2
Rio de Janeiro,3º trimestre 2016,3495.0,2016Q3,Southeast,33.6,1594.1316378882575,219.2416182536731,2016Q3
Rio de Janeiro,4º trimestre 2016,3497.0,2016Q4,Southeast,33.8,1563.0925607196968,223.72315548542252,2016Q4
Rio de Janeiro,1º trimestre 2017,3515.0,2017Q1,Southeast,34.8,1462.7134687566702,240.30680478985445,2017Q1
Rio de Janeiro,2º trimestre 2017,3402.0,2017Q2,Southeast,35.2,1501.363255247243,226.5940629697749,2017Q2
Rio de Janeiro,3º trimestre 2017,3440.0,2017Q3,Southeast,37.0,1464.7913139185341,234.84573995714717,2017Q3
Rio de Janeiro,4º trimestre 2017,3464.0,2017Q4,Southeast,36.5,1436.901422607613,241.07429678187074,2017Q4
Rio de Janeiro,1º trimestre 2018,3482.0,2018Q1,Southeast,36.5,1437.3564047344516,242.25028590896298,2018Q1
Rio de Janeiro,2º trimestre 2018,3645.0,2018Q2,Southeast,36.8,1435.4605898584905,253.9254665542109,2018Q2
Rio de Janeiro,3º trimestre 2018,3661.0,2018Q3,Southeast,37.7,1379.9485013190076,265.29975549817084,2018Q3
Rio de Janeiro,4º trimestre 2018,3704.0,2018Q4,Southeast,36.6,1465.3739040880503,252.76825182069277,2018Q4
Rio de Janeiro,1º trimestre 2019,3769.0,2019Q1,Southeast,36.8,1519.4737125417503,248.04641033870075,2019Q1
Rio de Janeiro,2º trimestre 2019,3765.0,2019Q2,Southeast,37.3,1572.3309076402804,239.45341160089697,2019Q2
Rio de Janeiro,3º trimestre 2019,3832.0,2019Q3,Southeast,37.2,1484.533336932198,258.1282551673015,2019Q3
Rio de Janeiro,4º trimestre 2019,3887.0,2019Q4,Southeast,37.9,1493.175712249499,260.31765505642716,2019Q4
Rio de Janeiro,1º trimestre 2020,3941.0,2020Q1,Southeast,37.2,1575.5359985951482,250.13709642395068,2020Q1
Rio de Janeiro,2º trimestre 2020,4266.0,2020Q2,Southeast,33.3,1669.033443373206,255.59703533430616,2020Q2
Rio de Janeiro,3º trimestre 2020,4385.0,2020Q3,Southeast,34.5,1637.1745618819775,267.8394901860264,2020Q3
Rio de Janeiro,4º trimestre 2020,4277.0,2020Q4,Southeast,35.2,1795.215855247209,238.2443307582663,2020Q4
Rio de Janeiro,1º trimestre 2021,4256.0,2021Q1,Southeast,37.1,1819.3382207878788,233.9312147335038,2021Q1
Rio de Janeiro,2º trimestre 2021,4148.0,2021Q2,Southeast,35.8,1772.9198499469696,233.96432727198987,2021Q2
Rio de Janeiro,3º trimestre 2021,3658.0,2021Q3,Southeast,38.4,1795.7637244696969,203.70163124217447,2021Q3
Rio de Janeiro,4º trimestre 2021,3617.0,2021Q4,Southeast,38.4,1835.3350591136361,197.0757318691884,2021Q4
Rio de Janeiro,1º trimestre 2022,3688.0,2022Q1,Southeast,37.5,1862.2395224972497,198.04111960068482,2022Q1
Rio de Janeiro,2º trimestre 2022,3752.0,2022Q2,Southeast,36.4,1946.5575643014301,192.7505288725688,2022Q2
Rio de Janeiro,3º trimestre 2022,3782.0,2022Q3,Southeast,38.0,1872.1964641570405,202.00871395742388,2022Q3
Rio de Janeiro,4º trimestre 2022,3890.0,2022Q4,Southeast,36.8,1927.633728307206,201.8018227672375,2022Q4
Rio de Janeiro,1º trimestre 2023,3950.0,2023Q1,Southeast,36.5,1901.5979813236047,207.720035401521,2023Q1
Rio de Janeiro,2º trimestre 2023,3926.0,2023Q2,Southeast,37.2,1888.6460258899479,207.8737860976374,2023Q2
Rio de Janeiro,3º trimestre 2023,4041.0,2023Q3,Southeast,37.7,1819.1727967234847,222.1339285239012,2023Q3
Rio de Janeiro,4º trimestre 2023,3916.0,2023Q4,Southeast,37.9,1785.7779660732324,219.2881799639928,2023Q4
Rio de Janeiro,1º trimestre 2024,3996.0,2024Q1,Southeast,38.3,1907.1590646659586,209.5263092646079,2024Q1
Rio de Janeiro,2º trimestre 2024,4021.0,2024Q2,Southeast,38.0,1913.0843132908403,210.18414986024192,2024Q2
Rio de Janeiro,3º trimestre 2024,3954.0,2024Q3,Southeast,37.9,1828.9804089648253,216.18602258500422,2024Q3
Rio de Janeiro,4º trimestre 2024,3941.0,2024Q4,Southeast,38.2,1871.7090283876298,210.55623177684546,2024Q4
Rio de Janeiro,1º trimestre 2025,4201.0,2025Q1,Southeast,37.2,1929.8624892402283,217.68390356423274,2025Q1
Rio de Janeiro,2º trimestre 2025,4296.0,2025Q2,Southeast,37.6,1968.7305614844092,218.21167832945335,2025Q2
Rio de Janeiro,3º trimestre 2025,4185.0,2025Q3,Southeast,37.4,1864.5290924297321,224.45345674635638,2025Q3
Rio de Janeiro,4º trimestre 2025,4243.0,2025Q4,Southeast,37.2,1839.2323046442687,230.69407759345827,2025Q4
Rio de Janeiro,1º trimestre 2026,4352.0,2026Q1,Southeast,37.5,1855.8413021591607,234.50280985430746,2026Q1
São Paulo,4º trimestre 2015,4243.0,2015Q4,Southeast,26.6,1440.085875888325,294.63520690269127,2015Q4
São Paulo,1º trimestre 2016,4257.0,2016Q1,Southeast,26.7,1550.0176104829545,274.642040916787,2016Q1
São Paulo,2º trimestre 2016,4118.0,2016Q2,Southeast,27.3,1542.3339424526514,266.9979494487083,2016Q2
São Paulo,3º trimestre 2016,4205.0,2016Q3,Southeast,26.6,1594.1316378882575,263.7799727486968,2016Q3
São Paulo,4º trimestre 2016,4244.0,2016Q4,Southeast,27.9,1563.0925607196968,271.5130317072157,2016Q4
São Paulo,1º trimestre 2017,4252.0,2017Q1,Southeast,28.3,1462.7134687566702,290.69261279273434,2017Q1
São Paulo,2º trimestre 2017,4170.0,2017Q2,Southeast,29.1,1501.363255247243,277.74757277600276,2017Q2
São Paulo,3º trimestre 2017,4180.0,2017Q3,Southeast,29.9,1464.7913139185341,285.36488169211486,2017Q3
São Paulo,4º trimestre 2017,4199.0,2017Q4,Southeast,30.4,1436.901422607613,292.22603123183467,2017Q4
São Paulo,1º trimestre 2018,4239.0,2018Q1,Southeast,30.9,1437.3564047344516,294.9164164181775,2018Q1
São Paulo,2º trimestre 2018,4272.0,2018Q2,Southeast,31.4,1435.4605898584905,297.604826644606,2018Q2
São Paulo,3º trimestre 2018,4233.0,2018Q3,Southeast,31.3,1379.9485013190076,306.75057771749715,2018Q3
São Paulo,4º trimestre 2018,4264.0,2018Q4,Southeast,31.7,1465.3739040880503,290.9837542557867,2018Q4
São Paulo,1º trimestre 2019,4229.0,2019Q1,Southeast,31.0,1519.4737125417503,278.3200502314581,2019Q1
São Paulo,2º trimestre 2019,4201.0,2019Q2,Southeast,31.6,1572.3309076402804,267.18294346224917,2019Q2
São Paulo,3º trimestre 2019,4207.0,2019Q3,Southeast,32.7,1484.533336932198,283.38871855136676,2019Q3
São Paulo,4º trimestre 2019,4219.0,2019Q4,Southeast,31.2,1493.175712249499,282.55214476024344,2019Q4
São Paulo,1º trimestre 2020,4342.0,2020Q1,Southeast,30.2,1575.5359985951482,275.58875226409384,2020Q1
São Paulo,2º trimestre 2020,4462.0,2020Q2,Southeast,28.3,1669.033443373206,267.34035903930476,2020Q2
São Paulo,3º trimestre 2020,4668.0,2020Q3,Southeast,28.8,1637.1745618819775,285.12536834398435,2020Q3
São Paulo,4º trimestre 2020,4314.0,2020Q4,Southeast,29.8,1795.215855247209,240.3053642485763,2020Q4
São Paulo,1º trimestre 2021,4243.0,2021Q1,Southeast,29.1,1819.3382207878788,233.21666919977832,2021Q1
São Paulo,2º trimestre 2021,4082.0,2021Q2,Southeast,30.6,1772.9198499469696,230.241654755126,2021Q2
São Paulo,3º trimestre 2021,3942.0,2021Q3,Southeast,30.7,1795.7637244696969,219.51662940313062,2021Q3
São Paulo,4º trimestre 2021,3687.0,2021Q4,Southeast,31.3,1835.3350591136361,200.88974935075964,2021Q4
São Paulo,1º trimestre 2022,3785.0,2022Q1,Southeast,30.6,1862.2395224972497,203.2499017593796,2022Q1
São Paulo,2º trimestre 2022,3845.0,2022Q2,Southeast,31.1,1946.5575643014301,197.52819390059355,2022Q2
São Paulo,3º trimestre 2022,3917.0,2022Q3,Southeast,30.7,1872.1964641570405,209.21949565606278,2022Q3
São Paulo,4º trimestre 2022,4004.0,2022Q4,Southeast,30.6,1927.633728307206,207.71580934704855,2022Q4
São Paulo,1º trimestre 2023,3973.0,2023Q1,Southeast,30.7,1901.5979813236047,208.9295444684159,2023Q1
São Paulo,2º trimestre 2023,3988.0,2023Q2,Southeast,31.7,1888.6460258899479,211.15656112006573,2023Q2
São Paulo,3º trimestre 2023,4052.0,2023Q3,Southeast,31.3,1819.1727967234847,222.73859895541887,2023Q3
São Paulo,4º trimestre 2023,4138.0,2023Q4,Southeast,31.3,1785.7779660732324,231.71973664223754,2023Q4
São Paulo,1º trimestre 2024,4195.0,2024Q1,Southeast,31.0,1907.1590646659586,219.96067751877632,2024Q1
São Paulo,2º trimestre 2024,4229.0,2024Q2,Southeast,31.2,1913.0843132908403,221.0566450532114,2024Q2
São Paulo,3º trimestre 2024,4250.0,2024Q3,Southeast,30.6,1828.9804089648253,232.36990287968337,2024Q3
São Paulo,4º trimestre 2024,4339.0,2024Q4,Southeast,30.3,1871.7090283876298,231.8202206748877,2024Q4
São Paulo,1º trimestre 2025,4231.0,2025Q1,Southeast,29.3,1929.8624892402283,219.2384184670956,2025Q1
São Paulo,2º trimestre 2025,4302.0,2025Q2,Southeast,29.2,1968.7305614844092,218.5164432433213,2025Q2
São Paulo,3º trimestre 2025,4259.0,2025Q3,Southeast,29.3,1864.5290924297321,228.4222872838069,2025Q3
São Paulo,4º trimestre 2025,4387.0,2025Q4,Southeast,29.7,1839.2323046442687,238.52343115778964,2025Q4
São Paulo,1º trimestre 2026,4378.0,2026Q1,Southeast,30.0,1855.8413021591607,235.90379171465028,2026Q1
Paraná,4º trimestre 2015,3378.0,2015Q4,South,31.7,1440.085875888325,234.56934454802993,2015Q4
Paraná,1º trimestre 2016,3317.0,2016Q1,South,32.0,1550.0176104829545,213.99756864481617,2016Q1
Paraná,2º trimestre 2016,3301.0,2016Q2,South,32.0,1542.3339424526514,214.02628245026375,2016Q2
Paraná,3º trimestre 2016,3377.0,2016Q3,South,32.4,1594.1316378882575,211.83946919675367,2016Q3
Paraná,4º trimestre 2016,3471.0,2016Q4,South,33.1,1563.0925607196968,222.0597862996573,2016Q4
Paraná,1º trimestre 2017,3453.0,2017Q1,South,33.7,1462.7134687566702,236.06810723737337,2017Q1
Paraná,2º trimestre 2017,3406.0,2017Q2,South,34.0,1501.363255247243,226.86048750001567,2017Q2
Paraná,3º trimestre 2017,3434.0,2017Q3,South,34.5,1464.7913139185341,234.43612529443124,2017Q3
Paraná,4º trimestre 2017,3481.0,2017Q4,South,35.6,1436.901422607613,242.25739812289032,2017Q4
Paraná,1º trimestre 2018,3475.0,2018Q1,South,35.5,1437.3564047344516,241.76328073912876,2018Q1
Paraná,2º trimestre 2018,3446.0,2018Q2,South,34.7,1435.4605898584905,240.06232036922108,2018Q2
Paraná,3º trimestre 2018,3496.0,2018Q3,South,35.4,1379.9485013190076,253.34278755028825,2018Q3
Paraná,4º trimestre 2018,3573.0,2018Q4,South,34.8,1465.3739040880503,243.82855392962617,2018Q4
Paraná,1º trimestre 2019,3680.0,2019Q1,South,34.6,1519.4737125417503,242.18911914205856,2019Q1
Paraná,2º trimestre 2019,3540.0,2019Q2,South,34.3,1572.3309076402804,225.14344676418997,2019Q2
Paraná,3º trimestre 2019,3577.0,2019Q3,South,33.6,1484.533336932198,240.95114006613716,2019Q3
Paraná,4º trimestre 2019,3592.0,2019Q4,South,33.1,1493.175712249499,240.56110547020486,2019Q4
Paraná,1º trimestre 2020,3561.0,2020Q1,South,31.7,1575.5359985951482,226.01832031608433,2020Q1
Paraná,2º trimestre 2020,3643.0,2020Q2,South,30.2,1669.033443373206,218.27004212913207,2020Q2
Paraná,3º trimestre 2020,3650.0,2020Q3,South,29.6,1637.1745618819775,222.94507164857387,2020Q3
Paraná,4º trimestre 2020,3777.0,2020Q4,South,29.5,1795.215855247209,210.39252683515826,2020Q4
Paraná,1º trimestre 2021,3669.0,2021Q1,South,30.5,1819.3382207878788,201.66673563374658,2021Q1
Paraná,2º trimestre 2021,3426.0,2021Q2,South,32.8,1772.9198499469696,193.2405461026609,2021Q2
Paraná,3º trimestre 2021,3248.0,2021Q3,South,34.2,1795.7637244696969,180.87011981262512,2021Q3
Paraná,4º trimestre 2021,3221.0,2021Q4,South,33.8,1835.3350591136361,175.49929011629965,2021Q4
Paraná,1º trimestre 2022,3231.0,2022Q1,South,32.3,1862.2395224972497,173.50077479116393,2022Q1
Paraná,2º trimestre 2022,3297.0,2022Q2,South,32.5,1946.5575643014301,169.37593115481326,2022Q2
Paraná,3º trimestre 2022,3393.0,2022Q3,South,32.5,1872.1964641570405,181.2309800257904,2022Q3
Paraná,4º trimestre 2022,3457.0,2022Q4,South,31.3,1927.633728307206,179.3390491790077,2022Q4
Paraná,1º trimestre 2023,3421.0,2023Q1,South,31.8,1901.5979813236047,179.90132686293754,2023Q1
Paraná,2º trimestre 2023,3437.0,2023Q2,South,32.1,1888.6460258899479,181.98222180783998,2023Q2
Paraná,3º trimestre 2023,3475.0,2023Q3,South,32.3,1819.1727967234847,191.02088632035552,2023Q3
Paraná,4º trimestre 2023,3508.0,2023Q4,South,31.6,1785.7779660732324,196.44099471748893,2023Q4
Paraná,1º trimestre 2024,3639.0,2024Q1,South,31.4,1907.1590646659586,190.80736722069776,2024Q1
Paraná,2º trimestre 2024,3656.0,2024Q2,South,32.1,1913.0843132908403,191.10501166104066,2024Q2
Paraná,3º trimestre 2024,3745.0,2024Q3,South,31.5,1828.9804089648253,204.7588908904504,2024Q3
Paraná,4º trimestre 2024,3821.0,2024Q4,South,32.3,1871.7090283876298,204.14497884276236,2024Q4
Paraná,1º trimestre 2025,3865.0,2025Q1,South,31.7,1929.8624892402283,200.2733366521684,2025Q1
Paraná,2º trimestre 2025,3889.0,2025Q2,South,31.9,1968.7305614844092,197.53845833874396,2025Q2
Paraná,3º trimestre 2025,4118.0,2025Q3,South,30.6,1864.5290924297321,220.86005612461065,2025Q3
Paraná,4º trimestre 2025,4165.0,2025Q4,South,30.6,1839.2323046442687,226.45317774611212,2025Q4
Paraná,1º trimestre 2026,4180.0,2026Q1,South,30.8,1855.8413021591607,225.23477600896257,2026Q1
Santa Catarina,4º trimestre 2015,3323.0,2015Q4,South,26.2,1440.085875888325,230.75012786651968,2015Q4
Santa Catarina,1º trimestre 2016,3261.0,2016Q1,South,27.1,1550.0176104829545,210.38470646691152,2016Q1
Santa Catarina,2º trimestre 2016,3208.0,2016Q2,South,27.1,1542.3339424526514,207.99645989107728,2016Q2
Santa Catarina,3º trimestre 2016,3334.0,2016Q3,South,26.9,1594.1316378882575,209.14207589635083,2016Q3
Santa Catarina,4º trimestre 2016,3356.0,2016Q4,South,27.0,1563.0925607196968,214.7025764395419,2016Q4
Santa Catarina,1º trimestre 2017,3453.0,2017Q1,South,27.3,1462.7134687566702,236.06810723737337,2017Q1
Santa Catarina,2º trimestre 2017,3470.0,2017Q2,South,27.1,1501.363255247243,231.123279983868,2017Q2
Santa Catarina,3º trimestre 2017,3512.0,2017Q3,South,27.6,1464.7913139185341,239.76111590973863,2017Q3
Santa Catarina,4º trimestre 2017,3520.0,2017Q4,South,28.1,1436.901422607613,244.9715717875823,2017Q4
Santa Catarina,1º trimestre 2018,3509.0,2018Q1,South,27.7,1437.3564047344516,244.12873442118067,2018Q1
Santa Catarina,2º trimestre 2018,3485.0,2018Q2,South,26.9,1435.4605898584905,242.77921836527435,2018Q2
Santa Catarina,3º trimestre 2018,3505.0,2018Q3,South,27.2,1379.9485013190076,253.99498580199094,2018Q3
Santa Catarina,4º trimestre 2018,3542.0,2018Q4,South,27.5,1465.3739040880503,241.71305290196918,2018Q4
Santa Catarina,1º trimestre 2019,3533.0,2019Q1,South,26.9,1519.4737125417503,232.5147168285035,2019Q1
Santa Catarina,2º trimestre 2019,3505.0,2019Q2,South,27.1,1572.3309076402804,222.91745223403558,2019Q2
Santa Catarina,3º trimestre 2019,3556.0,2019Q3,South,26.3,1484.533336932198,239.5365541166295,2019Q3
Santa Catarina,4º trimestre 2019,3577.0,2019Q4,South,26.9,1493.175712249499,239.55653515226138,2019Q4
Santa Catarina,1º trimestre 2020,3557.0,2020Q1,South,25.9,1575.5359985951482,225.76443846231732,2020Q1
Santa Catarina,2º trimestre 2020,3709.0,2020Q2,South,25.1,1669.033443373206,222.22442664203973,2020Q2
Santa Catarina,3º trimestre 2020,3708.0,2020Q3,South,26.3,1637.1745618819775,226.48776045833202,2020Q3
Santa Catarina,4º trimestre 2020,3715.0,2020Q4,South,27.3,1795.215855247209,206.93890314869284,2020Q4
Santa Catarina,1º trimestre 2021,3749.0,2021Q1,South,26.6,1819.3382207878788,206.06393891821094,2021Q1
Santa Catarina,2º trimestre 2021,3644.0,2021Q2,South,25.9,1772.9198499469696,205.53664623412033,2021Q2
Santa Catarina,3º trimestre 2021,3504.0,2021Q3,South,26.6,1795.7637244696969,195.12589280278277,2021Q3
Santa Catarina,4º trimestre 2021,3390.0,2021Q4,South,27.4,1835.3350591136361,184.7074180360931,2021Q4
Santa Catarina,1º trimestre 2022,3468.0,2022Q1,South,27.8,1862.2395224972497,186.22738686962444,2022Q1
Santa Catarina,2º trimestre 2022,3433.0,2022Q2,South,27.2,1946.5575643014301,176.3626240990215,2022Q2
Santa Catarina,3º trimestre 2022,3621.0,2022Q3,South,26.0,1872.1964641570405,193.40918911682493,2022Q3
Santa Catarina,4º trimestre 2022,3605.0,2022Q4,South,26.0,1927.633728307206,187.0168563177098,2022Q4
