state,quarter_label,labour_income_real,quarter,region,informality_rate,dieese_pc_real,ratio_pct,quarter_str
Rio Grande do Norte,1º trimestre 2021,2484.0,2021Q1,Northeast,45.4,1819.3382207878788,136.53316198261828,2021Q1
Rio Grande do Norte,2º trimestre 2021,2613.0,2021Q2,Northeast,46.3,1772.9198499469696,147.3839891903832,2021Q2
Rio Grande do Norte,3º trimestre 2021,2435.0,2021Q3,Northeast,44.7,1795.7637244696969,135.59690324622605,2021Q3
Rio Grande do Norte,4º trimestre 2021,2364.0,2021Q4,Northeast,45.2,1835.3350591136361,128.80481894906313,2021Q4
Rio Grande do Norte,1º trimestre 2022,2448.0,2022Q1,Northeast,44.8,1862.2395224972497,131.45462602561724,2022Q1
Rio Grande do Norte,2º trimestre 2022,2352.0,2022Q2,Northeast,46.5,1946.5575643014301,120.82868974101328,2022Q2
Rio Grande do Norte,3º trimestre 2022,2313.0,2022Q3,Northeast,44.1,1872.1964641570405,123.54472643667938,2022Q3
Rio Grande do Norte,4º trimestre 2022,2457.0,2022Q4,Northeast,44.8,1927.633728307206,127.46197391750707,2022Q4
Rio Grande do Norte,1º trimestre 2023,2388.0,2023Q1,Northeast,46.1,1901.5979813236047,125.57859355413471,2023Q1
Rio Grande do Norte,2º trimestre 2023,2355.0,2023Q2,Northeast,44.3,1888.6460258899479,124.69250286804282,2023Q2
Rio Grande do Norte,3º trimestre 2023,2462.0,2023Q3,Northeast,44.4,1819.1727967234847,135.3362365815008,2023Q3
Rio Grande do Norte,4º trimestre 2023,2661.0,2023Q4,Northeast,42.3,1785.7779660732324,149.01068612977141,2023Q4
Rio Grande do Norte,1º trimestre 2024,2650.0,2024Q1,Northeast,42.4,1907.1590646659586,138.95013001782056,2024Q1
Rio Grande do Norte,2º trimestre 2024,2797.0,2024Q2,Northeast,41.6,1913.0843132908403,146.20369737853684,2024Q2
Rio Grande do Norte,3º trimestre 2024,2706.0,2024Q3,Northeast,41.9,1828.9804089648253,147.95128404527603,2024Q3
Rio Grande do Norte,4º trimestre 2024,2683.0,2024Q4,Northeast,42.5,1871.7090283876298,143.34493018454108,2024Q4
Rio Grande do Norte,1º trimestre 2025,2796.0,2025Q1,Northeast,41.8,1929.8624892402283,144.88078894682093,2025Q1
Rio Grande do Norte,2º trimestre 2025,2953.0,2025Q2,Northeast,39.5,1968.7305614844092,149.9951317753435,2025Q2
Rio Grande do Norte,3º trimestre 2025,2872.0,2025Q3,Northeast,42.0,1864.5290924297321,154.03353112916022,2025Q3
Rio Grande do Norte,4º trimestre 2025,2881.0,2025Q4,Northeast,42.1,1839.2323046442687,156.64144179749076,2025Q4
Rio Grande do Norte,1º trimestre 2026,2953.0,2026Q1,Northeast,41.5,1855.8413021591607,159.1192089843221,2026Q1
Paraíba,4º trimestre 2015,2159.0,2015Q4,Northeast,51.9,1440.085875888325,149.9216148251026,2015Q4
Paraíba,1º trimestre 2016,2086.0,2016Q1,Northeast,52.5,1550.0176104829545,134.579116126948,2016Q1
Paraíba,2º trimestre 2016,2107.0,2016Q2,Northeast,51.5,1542.3339424526514,136.6111412065149,2016Q2
Paraíba,3º trimestre 2016,2224.0,2016Q3,Northeast,51.8,1594.1316378882575,139.5116906999053,2016Q3
Paraíba,4º trimestre 2016,2297.0,2016Q4,Northeast,51.3,1563.0925607196968,146.9522699885661,2016Q4
Paraíba,1º trimestre 2017,2312.0,2017Q1,Northeast,51.7,1462.7134687566702,158.06239905381037,2017Q1
Paraíba,2º trimestre 2017,2307.0,2017Q2,Northeast,51.7,1501.363255247243,153.66034781636412,2017Q2
Paraíba,3º trimestre 2017,2273.0,2017Q3,Northeast,52.2,1464.7913139185341,155.17568805889405,2017Q3
Paraíba,4º trimestre 2017,2437.0,2017Q4,Northeast,51.8,1436.901422607613,169.6010569449824,2017Q4
Paraíba,1º trimestre 2018,2329.0,2018Q1,Northeast,52.6,1437.3564047344516,162.03357722055563,2018Q1
Paraíba,2º trimestre 2018,2418.0,2018Q2,Northeast,52.1,1435.4605898584905,168.4476757553037,2018Q2
Paraíba,3º trimestre 2018,2371.0,2018Q3,Northeast,53.7,1379.9485013190076,171.81800608745235,2018Q3
Paraíba,4º trimestre 2018,2389.0,2018Q4,Northeast,52.6,1465.3739040880503,163.03006306685612,2018Q4
Paraíba,1º trimestre 2019,2412.0,2019Q1,Northeast,53.4,1519.4737125417503,158.73917265506665,2019Q1
Paraíba,2º trimestre 2019,2419.0,2019Q2,Northeast,53.0,1572.3309076402804,153.84802195552982,2019Q2
Paraíba,3º trimestre 2019,2356.0,2019Q3,Northeast,53.0,1484.533336932198,158.70307128762067,2019Q3
Paraíba,4º trimestre 2019,2343.0,2019Q4,Northeast,52.1,1493.175712249499,156.91388366277562,2019Q4
Paraíba,1º trimestre 2020,2335.0,2020Q1,Northeast,51.2,1575.5359985951482,148.20353213649452,2020Q1
Paraíba,2º trimestre 2020,2540.0,2020Q2,Northeast,47.4,1669.033443373206,152.18388883008384,2020Q2
Paraíba,3º trimestre 2020,2727.0,2020Q3,Northeast,47.2,1637.1745618819775,166.56745490018108,2020Q3
Paraíba,4º trimestre 2020,2745.0,2020Q4,Northeast,48.8,1795.215855247209,152.90640353786324,2020Q4
Paraíba,1º trimestre 2021,2392.0,2021Q1,Northeast,51.5,1819.3382207878788,131.47637820548428,2021Q1
Paraíba,2º trimestre 2021,2238.0,2021Q2,Northeast,53.4,1772.9198499469696,126.23244079911123,2021Q2
Paraíba,3º trimestre 2021,2223.0,2021Q3,Northeast,50.5,1795.7637244696969,123.79134123875174,2021Q3
Paraíba,4º trimestre 2021,2171.0,2021Q4,Northeast,52.5,1835.3350591136361,118.289027892731,2021Q4
Paraíba,1º trimestre 2022,2122.0,2022Q1,Northeast,53.1,1862.2395224972497,113.94882206959143,2022Q1
Paraíba,2º trimestre 2022,2176.0,2022Q2,Northeast,52.2,1946.5575643014301,111.78708710733201,2022Q2
Paraíba,3º trimestre 2022,2557.0,2022Q3,Northeast,50.6,1872.1964641570405,136.57754669199707,2022Q3
Paraíba,4º trimestre 2022,2276.0,2022Q4,Northeast,50.7,1927.633728307206,118.07222329517546,2022Q4
Paraíba,1º trimestre 2023,2369.0,2023Q1,Northeast,49.9,1901.5979813236047,124.57943389017802,2023Q1
Paraíba,2º trimestre 2023,2344.0,2023Q2,Northeast,49.2,1888.6460258899479,124.11007504148296,2023Q2
Paraíba,3º trimestre 2023,2427.0,2023Q3,Northeast,49.6,1819.1727967234847,133.41228520849003,2023Q3
Paraíba,4º trimestre 2023,2547.0,2023Q4,Northeast,50.7,1785.7779660732324,142.62691378148355,2023Q4
Paraíba,1º trimestre 2024,2520.0,2024Q1,Northeast,49.9,1907.1590646659586,132.13370854524823,2024Q1
Paraíba,2º trimestre 2024,2457.0,2024Q2,Northeast,50.2,1913.0843132908403,128.4313494669521,2024Q2
Paraíba,3º trimestre 2024,2580.0,2024Q3,Northeast,50.1,1828.9804089648253,141.06219986578424,2024Q3
Paraíba,4º trimestre 2024,2578.0,2024Q4,Northeast,50.0,1871.7090283876298,137.73508386721838,2024Q4
Paraíba,1º trimestre 2025,2549.0,2025Q1,Northeast,51.1,1929.8624892402283,132.0819495799165,2025Q1
Paraíba,2º trimestre 2025,2481.0,2025Q2,Northeast,50.4,1968.7305614844092,126.02029188439799,2025Q2
Paraíba,3º trimestre 2025,2627.0,2025Q3,Northeast,48.9,1864.5290924297321,140.893484079493,2025Q3
Paraíba,4º trimestre 2025,2702.0,2025Q4,Northeast,48.4,1839.2323046442687,146.90912035293996,2025Q4
Paraíba,1º trimestre 2026,2806.0,2026Q1,Northeast,46.0,1855.8413021591607,151.1982730816146,2026Q1
Pernambuco,4º trimestre 2015,2344.0,2015Q4,Northeast,46.4,1440.085875888325,162.76807093563713,2015Q4
Pernambuco,1º trimestre 2016,2416.0,2016Q1,Northeast,47.5,1550.0176104829545,155.86919681817182,2016Q1
Pernambuco,2º trimestre 2016,2382.0,2016Q2,Northeast,47.8,1542.3339424526514,154.44126167722757,2016Q2
Pernambuco,3º trimestre 2016,2397.0,2016Q3,Northeast,47.1,1594.1316378882575,150.36399397827023,2016Q3
Pernambuco,4º trimestre 2016,2380.0,2016Q4,Northeast,48.1,1563.0925607196968,152.26225623543198,2016Q4
Pernambuco,1º trimestre 2017,2479.0,2017Q1,Northeast,48.5,1462.7134687566702,169.47953600968683,2017Q1
Pernambuco,2º trimestre 2017,2495.0,2017Q2,Northeast,48.2,1501.363255247243,166.1823007376803,2017Q2
Pernambuco,3º trimestre 2017,2531.0,2017Q3,Northeast,49.4,1464.7913139185341,172.7891185556801,2017Q3
Pernambuco,4º trimestre 2017,2389.0,2017Q4,Northeast,48.4,1436.901422607613,166.26053551151537,2017Q4
Pernambuco,1º trimestre 2018,2487.0,2018Q1,Northeast,48.1,1437.3564047344516,173.0259796253851,2018Q1
Pernambuco,2º trimestre 2018,2495.0,2018Q2,Northeast,48.4,1435.4605898584905,173.8118076962294,2018Q2
Pernambuco,3º trimestre 2018,2454.0,2018Q3,Northeast,48.5,1379.9485013190076,177.83272329759936,2018Q3
Pernambuco,4º trimestre 2018,2398.0,2018Q4,Northeast,47.8,1465.3739040880503,163.64424078456298,2018Q4
Pernambuco,1º trimestre 2019,2464.0,2019Q1,Northeast,48.1,1519.4737125417503,162.16141020816096,2019Q1
Pernambuco,2º trimestre 2019,2461.0,2019Q2,Northeast,48.3,1572.3309076402804,156.51921539171514,2019Q2
Pernambuco,3º trimestre 2019,2361.0,2019Q3,Northeast,49.4,1484.533336932198,159.03987746607487,2019Q3
Pernambuco,4º trimestre 2019,2380.0,2019Q4,Northeast,50.0,1493.175712249499,159.3918237803696,2019Q4
Pernambuco,1º trimestre 2020,2387.0,2020Q1,Northeast,48.6,1575.5359985951482,151.50399623546568,2020Q1
Pernambuco,2º trimestre 2020,2429.0,2020Q2,Northeast,45.5,1669.033443373206,145.53333305837546,2020Q2
Pernambuco,3º trimestre 2020,2452.0,2020Q3,Northeast,48.0,1637.1745618819775,149.7702234746036,2020Q3
Pernambuco,4º trimestre 2020,2319.0,2020Q4,Northeast,50.2,1795.215855247209,129.17666659537517,2020Q4
Pernambuco,1º trimestre 2021,2347.0,2021Q1,Northeast,51.6,1819.3382207878788,129.00295135797307,2021Q1
Pernambuco,2º trimestre 2021,2348.0,2021Q2,Northeast,51.3,1772.9198499469696,132.43689499388435,2021Q2
Pernambuco,3º trimestre 2021,2140.0,2021Q3,Northeast,52.3,1795.7637244696969,119.16935233959907,2021Q3
Pernambuco,4º trimestre 2021,2067.0,2021Q4,Northeast,52.7,1835.3350591136361,112.62248763439658,2021Q4
Pernambuco,1º trimestre 2022,2050.0,2022Q1,Northeast,52.9,1862.2395224972497,110.08250953942621,2022Q1
Pernambuco,2º trimestre 2022,2042.0,2022Q2,Northeast,53.0,1946.5575643014301,104.90313964759741,2022Q2
Pernambuco,3º trimestre 2022,2117.0,2022Q3,Northeast,50.7,1872.1964641570405,113.07573967421109,2022Q3
Pernambuco,4º trimestre 2022,2321.0,2022Q4,Northeast,48.5,1927.633728307206,120.40669168194299,2022Q4
Pernambuco,1º trimestre 2023,2301.0,2023Q1,Northeast,49.1,1901.5979813236047,121.00349404022779,2023Q1
Pernambuco,2º trimestre 2023,2314.0,2023Q2,Northeast,48.2,1888.6460258899479,122.52163551450153,2023Q2
Pernambuco,3º trimestre 2023,2313.0,2023Q3,Northeast,49.3,1819.1727967234847,127.1457007363978,2023Q3
Pernambuco,4º trimestre 2023,2285.0,2023Q4,Northeast,50.8,1785.7779660732324,127.95543698103256,2023Q4
Pernambuco,1º trimestre 2024,2247.0,2024Q1,Northeast,50.3,1907.1590646659586,117.81922345284634,2024Q1
Pernambuco,2º trimestre 2024,2439.0,2024Q2,Northeast,50.1,1913.0843132908403,127.4904604598682,2024Q2
Pernambuco,3º trimestre 2024,2460.0,2024Q3,Northeast,50.1,1828.9804089648253,134.5011673138873,2024Q3
Pernambuco,4º trimestre 2024,2642.0,2024Q4,Northeast,48.7,1871.7090283876298,141.15441876539603,2024Q4
Pernambuco,1º trimestre 2025,2766.0,2025Q1,Northeast,47.8,1929.8624892402283,143.32627404395805,2025Q1
Pernambuco,2º trimestre 2025,2798.0,2025Q2,Northeast,47.5,1968.7305614844092,142.1220381670881,2025Q2
Pernambuco,3º trimestre 2025,2685.0,2025Q3,Northeast,47.6,1864.5290924297321,144.00418909533258,2025Q3
Pernambuco,4º trimestre 2025,2768.0,2025Q4,Northeast,45.9,1839.2323046442687,150.49757406992518,2025Q4
Pernambuco,1º trimestre 2026,2830.0,2026Q1,Northeast,45.6,1855.8413021591607,152.49148710654643,2026Q1
Alagoas,4º trimestre 2015,2112.0,2015Q4,Northeast,46.1,1440.085875888325,146.65792056999385,2015Q4
Alagoas,1º trimestre 2016,2106.0,2016Q1,Northeast,46.4,1550.0176104829545,135.86942404762823,2016Q1
Alagoas,2º trimestre 2016,2063.0,2016Q2,Northeast,48.5,1542.3339424526514,133.75832193120087,2016Q2
Alagoas,3º trimestre 2016,2033.0,2016Q3,Northeast,47.7,1594.1316378882575,127.53024603997638,2016Q3
Alagoas,4º trimestre 2016,2085.0,2016Q4,Northeast,45.0,1563.0925607196968,133.3894135507881,2016Q4
Alagoas,1º trimestre 2017,2068.0,2017Q1,Northeast,44.9,1462.7134687566702,141.38107320211066,2017Q1
Alagoas,2º trimestre 2017,2009.0,2017Q2,Northeast,47.6,1501.363255247243,133.81172031342675,2017Q2
Alagoas,3º trimestre 2017,1950.0,2017Q3,Northeast,48.0,1464.7913139185341,133.12476538268518,2017Q3
Alagoas,4º trimestre 2017,2046.0,2017Q4,Northeast,44.0,1436.901422607613,142.3897261015322,2017Q4
Alagoas,1º trimestre 2018,2115.0,2018Q1,Northeast,43.2,1437.3564047344516,147.14513345705245,2018Q1
Alagoas,2º trimestre 2018,2163.0,2018Q2,Northeast,45.1,1435.4605898584905,150.68334270418606,2018Q2
Alagoas,3º trimestre 2018,2130.0,2018Q3,Northeast,46.2,1379.9485013190076,154.35358623630262,2018Q3
Alagoas,4º trimestre 2018,2309.0,2018Q4,Northeast,44.0,1465.3739040880503,157.5707055761284,2018Q4
Alagoas,1º trimestre 2019,2269.0,2019Q1,Northeast,46.6,1519.4737125417503,149.3280193840573,2019Q1
Alagoas,2º trimestre 2019,2287.0,2019Q2,Northeast,48.2,1572.3309076402804,145.4528425846617,2019Q2
Alagoas,3º trimestre 2019,2179.0,2019Q3,Northeast,48.2,1484.533336932198,146.78013257034186,2019Q3
Alagoas,4º trimestre 2019,2117.0,2019Q4,Northeast,46.1,1493.175712249499,141.77835753909346,2019Q4
Alagoas,1º trimestre 2020,2237.0,2020Q1,Northeast,47.3,1575.5359985951482,141.98342671920267,2020Q1
Alagoas,2º trimestre 2020,2132.0,2020Q2,Northeast,47.0,1669.033443373206,127.73860275029084,2020Q2
Alagoas,3º trimestre 2020,2071.0,2020Q3,Northeast,45.4,1637.1745618819775,126.49842284498533,2020Q3
Alagoas,4º trimestre 2020,2182.0,2020Q4,Northeast,44.2,1795.215855247209,121.54527232044356,2020Q4
Alagoas,1º trimestre 2021,2133.0,2021Q1,Northeast,48.4,1819.3382207878788,117.24043257203093,2021Q1
Alagoas,2º trimestre 2021,2091.0,2021Q2,Northeast,48.4,1772.9198499469696,117.9410338297326,2021Q2
Alagoas,3º trimestre 2021,2237.0,2021Q3,Northeast,47.8,1795.7637244696969,124.57095382415099,2021Q3
Alagoas,4º trimestre 2021,2115.0,2021Q4,Northeast,47.8,1835.3350591136361,115.237813907474,2021Q4
Alagoas,1º trimestre 2022,2040.0,2022Q1,Northeast,46.8,1862.2395224972497,109.54552168801438,2022Q1
Alagoas,2º trimestre 2022,2155.0,2022Q2,Northeast,45.1,1946.5575643014301,110.70825952035868,2022Q2
Alagoas,3º trimestre 2022,2140.0,2022Q3,Northeast,46.8,1872.1964641570405,114.3042432228681,2022Q3
Alagoas,4º trimestre 2022,2134.0,2022Q4,Northeast,44.6,1927.633728307206,110.70567860804236,2022Q4
Alagoas,1º trimestre 2023,2242.0,2023Q1,Northeast,45.3,1901.5979813236047,117.90084034688861,2023Q1
Alagoas,2º trimestre 2023,2213.0,2023Q2,Northeast,46.2,1888.6460258899479,117.17388910699735,2023Q2
Alagoas,3º trimestre 2023,2176.0,2023Q3,Northeast,46.2,1819.1727967234847,119.61480536204134,2023Q3
Alagoas,4º trimestre 2023,2177.0,2023Q4,Northeast,46.2,1785.7779660732324,121.90765265107567,2023Q4
Alagoas,1º trimestre 2024,2262.0,2024Q1,Northeast,47.5,1907.1590646659586,118.60573362275854,2024Q1
Alagoas,2º trimestre 2024,2286.0,2024Q2,Northeast,45.9,1913.0843132908403,119.49290389965508,2024Q2
Alagoas,3º trimestre 2024,2419.0,2024Q3,Northeast,45.0,1828.9804089648253,132.25948119198918,2024Q3
Alagoas,4º trimestre 2024,2484.0,2024Q4,Northeast,45.3,1871.7090283876298,132.71293573551995,2024Q4
Alagoas,1º trimestre 2025,2566.0,2025Q1,Northeast,46.2,1929.8624892402283,132.96284135820548,2025Q1
Alagoas,2º trimestre 2025,2593.0,2025Q2,Northeast,45.2,1968.7305614844092,131.70923694326643,2025Q2
Alagoas,3º trimestre 2025,2518.0,2025Q3,Northeast,45.9,1864.5290924297321,135.0475039635186,2025Q3
Alagoas,4º trimestre 2025,2595.0,2025Q4,Northeast,44.6,1839.2323046442687,141.09147569055486,2025Q4
Alagoas,1º trimestre 2026,2536.0,2026Q1,Northeast,42.6,1855.8413021591607,136.64961530113138,2026Q1
Sergipe,4º trimestre 2015,2279.0,2015Q4,Northeast,50.2,1440.085875888325,158.25445122112498,2015Q4
Sergipe,1º trimestre 2016,2309.0,2016Q1,Northeast,51.6,1550.0176104829545,148.96604944253258,2016Q1
Sergipe,2º trimestre 2016,2520.0,2016Q2,Northeast,49.9,1542.3339424526514,163.38874031343977,2016Q2
Sergipe,3º trimestre 2016,2413.0,2016Q3,Northeast,50.1,1594.1316378882575,151.3676752063271,2016Q3
Sergipe,4º trimestre 2016,2527.0,2016Q4,Northeast,51.2,1563.0925607196968,161.6666897087969,2016Q4
Sergipe,1º trimestre 2017,2546.0,2017Q1,Northeast,49.5,1462.7134687566702,174.06006400994863,2017Q1
Sergipe,2º trimestre 2017,2437.0,2017Q2,Northeast,52.3,1501.363255247243,162.31914504918913,2017Q2
Sergipe,3º trimestre 2017,2310.0,2017Q3,Northeast,51.9,1464.7913139185341,157.70164514564243,2017Q3
Sergipe,4º trimestre 2017,2248.0,2017Q4,Northeast,54.8,1436.901422607613,156.44775380070595,2017Q4
Sergipe,1º trimestre 2018,2355.0,2018Q1,Northeast,54.1,1437.3564047344516,163.84245356565415,2018Q1
Sergipe,2º trimestre 2018,2248.0,2018Q2,Northeast,53.8,1435.4605898584905,156.6047870545586,2018Q2
Sergipe,3º trimestre 2018,2370.0,2018Q3,Northeast,52.9,1379.9485013190076,171.74553961504094,2018Q3
Sergipe,4º trimestre 2018,2320.0,2018Q4,Northeast,53.3,1465.3739040880503,158.32136723110347,2018Q4
Sergipe,1º trimestre 2019,2315.0,2019Q1,Northeast,53.9,1519.4737125417503,152.35538337333304,2019Q1
Sergipe,2º trimestre 2019,2239.0,2019Q2,Northeast,54.6,1572.3309076402804,142.40005008616424,2019Q2
Sergipe,3º trimestre 2019,2210.0,2019Q3,Northeast,55.6,1484.533336932198,148.86833087675794,2019Q3
Sergipe,4º trimestre 2019,2194.0,2019Q4,Northeast,53.4,1493.175712249499,146.93515183787014,2019Q4
Sergipe,1º trimestre 2020,2325.0,2020Q1,Northeast,52.0,1575.5359985951482,147.56882750207697,2020Q1
Sergipe,2º trimestre 2020,2474.0,2020Q2,Northeast,48.3,1669.033443373206,148.22950431717615,2020Q2
Sergipe,3º trimestre 2020,2372.0,2020Q3,Northeast,51.1,1637.1745618819775,144.88375615079923,2020Q3
Sergipe,4º trimestre 2020,2536.0,2020Q4,Northeast,54.1,1795.215855247209,141.26434949800407,2020Q4
Sergipe,1º trimestre 2021,2271.0,2021Q1,Northeast,53.1,1819.3382207878788,124.82560823773194,2021Q1
Sergipe,2º trimestre 2021,2425.0,2021Q2,Northeast,53.1,1772.9198499469696,136.78001293022552,2021Q2
Sergipe,3º trimestre 2021,2275.0,2021Q3,Northeast,55.0,1795.7637244696969,126.68704512737752,2021Q3
Sergipe,4º trimestre 2021,2245.0,2021Q4,Northeast,54.0,1835.3350591136361,122.32098923039203,2021Q4
Sergipe,1º trimestre 2022,2113.0,2022Q1,Northeast,54.0,1862.2395224972497,113.46553300332077,2022Q1
Sergipe,2º trimestre 2022,2131.0,2022Q2,Northeast,52.2,1946.5575643014301,109.47531370667487,2022Q2
Sergipe,3º trimestre 2022,2227.0,2022Q3,Northeast,51.6,1872.1964641570405,118.9511914286576,2022Q3
Sergipe,4º trimestre 2022,2287.0,2022Q4,Northeast,51.0,1927.633728307206,118.64287112305196,2022Q4
Sergipe,1º trimestre 2023,2296.0,2023Q1,Northeast,51.1,1901.5979813236047,120.74055728655497,2023Q1
Sergipe,2º trimestre 2023,2348.0,2023Q2,Northeast,51.2,1888.6460258899479,124.32186697841382,2023Q2
Sergipe,3º trimestre 2023,2250.0,2023Q3,Northeast,52.6,1819.1727967234847,123.68258826497839,2023Q3
Sergipe,4º trimestre 2023,2241.0,2023Q4,Northeast,51.9,1785.7779660732324,125.49152484660569,2023Q4
Sergipe,1º trimestre 2024,2330.0,2024Q1,Northeast,51.3,1907.1590646659586,122.17124639302713,2024Q1
Sergipe,2º trimestre 2024,2425.0,2024Q2,Northeast,49.4,1913.0843132908403,126.75865789880295,2024Q2
Sergipe,3º trimestre 2024,2476.0,2024Q3,Northeast,50.3,1828.9804089648253,135.37597165414024,2024Q3
Sergipe,4º trimestre 2024,2659.0,2024Q4,Northeast,49.3,1871.7090283876298,142.06267959772447,2024Q4
Sergipe,1º trimestre 2025,2643.0,2025Q1,Northeast,49.7,1929.8624892402283,136.9527629422202,2025Q1
Sergipe,2º trimestre 2025,2612.0,2025Q2,Northeast,49.1,1968.7305614844092,132.6743258371816,2025Q2
Sergipe,3º trimestre 2025,2960.0,2025Q3,Northeast,47.5,1864.5290924297321,158.75322149802028,2025Q3
Sergipe,4º trimestre 2025,2914.0,2025Q4,Northeast,47.2,1839.2323046442687,158.43566865598336,2025Q4
Sergipe,1º trimestre 2026,3031.0,2026Q1,Northeast,46.9,1855.8413021591607,163.32215456535062,2026Q1
Bahia,4º trimestre 2015,2113.0,2015Q4,Northeast,54.5,1440.085875888325,146.72736087329403,2015Q4
Bahia,1º trimestre 2016,2110.0,2016Q1,Northeast,54.1,1550.0176104829545,136.12748563176427,2016Q1
Bahia,2º trimestre 2016,2023.0,2016Q2,Northeast,54.9,1542.3339424526514,131.16484986273358,2016Q2
Bahia,3º trimestre 2016,2036.0,2016Q3,Northeast,54.7,1594.1316378882575,127.71843627023704,2016Q3
Bahia,4º trimestre 2016,2067.0,2016Q4,Northeast,55.1,1563.0925607196968,132.23785026833525,2016Q4
Bahia,1º trimestre 2017,2174.0,2017Q1,Northeast,54.3,1462.7134687566702,148.62787869506218,2017Q1
Bahia,2º trimestre 2017,2167.0,2017Q2,Northeast,55.0,1501.363255247243,144.33548925793716,2017Q2
Bahia,3º trimestre 2017,2074.0,2017Q3,Northeast,54.7,1464.7913139185341,141.5901350788149,2017Q3
Bahia,4º trimestre 2017,2301.0,2017Q4,Northeast,54.9,1436.901422607613,160.1362462168258,2017Q4
Bahia,1º trimestre 2018,2272.0,2018Q1,Northeast,54.0,1437.3564047344516,158.06796369476274,2018Q1
Bahia,2º trimestre 2018,2223.0,2018Q2,Northeast,54.0,1435.4605898584905,154.86318577503727,2018Q2
Bahia,3º trimestre 2018,2221.0,2018Q3,Northeast,55.1,1379.9485013190076,160.9480352257409,2018Q3
Bahia,4º trimestre 2018,2265.0,2018Q4,Northeast,55.2,1465.3739040880503,154.56805895622819,2018Q4
Bahia,1º trimestre 2019,2176.0,2019Q1,Northeast,54.7,1519.4737125417503,143.2074791448694,2019Q1
Bahia,2º trimestre 2019,2164.0,2019Q2,Northeast,55.6,1572.3309076402804,137.6300618072619,2019Q2
Bahia,3º trimestre 2019,2140.0,2019Q3,Northeast,54.4,1484.533336932198,144.15304437839907,2019Q3
Bahia,4º trimestre 2019,2224.0,2019Q4,Northeast,55.2,1493.175712249499,148.94429247375714,2019Q4
Bahia,1º trimestre 2020,2289.0,2020Q1,Northeast,53.2,1575.5359985951482,145.28389081817383,2020Q1
Bahia,2º trimestre 2020,2426.0,2020Q2,Northeast,48.5,1669.033443373206,145.35358830778873,2020Q2
Bahia,3º trimestre 2020,2364.0,2020Q3,Northeast,51.7,1637.1745618819775,144.3951094184188,2020Q3
Bahia,4º trimestre 2020,2139.0,2020Q4,Northeast,53.1,1795.215855247209,119.15001718305626,2020Q4
Bahia,1º trimestre 2021,2070.0,2021Q1,Northeast,54.1,1819.3382207878788,113.77763498551523,2021Q1
Bahia,2º trimestre 2021,2118.0,2021Q2,Northeast,55.5,1772.9198499469696,119.46394531390419,2021Q2
Bahia,3º trimestre 2021,1985.0,2021Q3,Northeast,56.2,1795.7637244696969,110.53792728696456,2021Q3
Bahia,4º trimestre 2021,1899.0,2021Q4,Northeast,55.9,1835.3350591136361,103.4688456786256,2021Q4
Bahia,1º trimestre 2022,1976.0,2022Q1,Northeast,55.3,1862.2395224972497,106.10879943897864,2022Q1
Bahia,2º trimestre 2022,1951.0,2022Q2,Northeast,53.7,1946.5575643014301,100.2282201040463,2022Q2
Bahia,3º trimestre 2022,1975.0,2022Q3,Northeast,54.0,1872.1964641570405,105.49106559119835,2022Q3
Bahia,4º trimestre 2022,2031.0,2022Q4,Northeast,52.9,1927.633728307206,105.3623398561078,2022Q4
Bahia,1º trimestre 2023,2080.0,2023Q1,Northeast,54.4,1901.5979813236047,109.38168952788953,2023Q1
Bahia,2º trimestre 2023,2017.0,2023Q2,Northeast,53.3,1888.6460258899479,106.7960841973853,2023Q2
Bahia,3º trimestre 2023,2109.0,2023Q3,Northeast,52.6,1819.1727967234847,115.93181273370642,2023Q3
Bahia,4º trimestre 2023,2126.0,2023Q4,Northeast,52.6,1785.7779660732324,119.05175449526268,2023Q4
Bahia,1º trimestre 2024,2252.0,2024Q1,Northeast,50.8,1907.1590646659586,118.08139350948375,2024Q1
Bahia,2º trimestre 2024,2338.0,2024Q2,Northeast,50.0,1913.0843132908403,122.21102769789745,2024Q2
Bahia,3º trimestre 2024,2202.0,2024Q3,Northeast,52.2,1828.9804089648253,120.39494732730888,2024Q3
Bahia,4º trimestre 2024,2220.0,2024Q4,Northeast,51.8,1871.7090283876298,118.60817928053716,2024Q4
Bahia,1º trimestre 2025,2279.0,2025Q1,Northeast,52.5,1929.8624892402283,118.09131545415053,2025Q1
Bahia,2º trimestre 2025,2251.0,2025Q2,Northeast,52.3,1968.7305614844092,114.33763685279318,2025Q2
Bahia,3º trimestre 2025,2325.0,2025Q3,Northeast,51.5,1864.5290924297321,124.69636485908688,2025Q3
Bahia,4º trimestre 2025,2394.0,2025Q4,Northeast,51.3,1839.2323046442687,130.163003007009,2025Q4
Bahia,1º trimestre 2026,2483.0,2026Q1,Northeast,50.6,1855.8413021591607,133.7937676627402,2026Q1
Minas Gerais,4º trimestre 2015,2831.0,2015Q4,Southeast,37.5,1440.085875888325,196.58549864282793,2015Q4
Minas Gerais,1º trimestre 2016,2830.0,2016Q1,Southeast,37.3,1550.0176104829545,182.57857077625258,2016Q1
Minas Gerais,2º trimestre 2016,2805.0,2016Q2,Southeast,37.7,1542.3339424526514,181.86722880126925,2016Q2
Minas Gerais,3º trimestre 2016,2763.0,2016Q3,Southeast,37.2,1594.1316378882575,173.32320207007118,2016Q3
