city,region,variant,date,household_type,adult_equivalents,food,housing,other,omal_total,sample_n,effective_n,shrinkage_city_weight
São Paulo,Southeast,core,2026-03-01,2 adults + 2 children,2.1,1624.1006079101692,3026.10579821786,2274.2178449608555,6924.424251088884,147,121.3007986769722,0.6025847859233974
São Paulo,Southeast,core,2026-04-01,2 adults + 2 children,2.1,1644.239455448255,3033.6710627134044,2286.7260431081404,6964.6365612698,147,121.3007986769722,0.6025847859233974
São Paulo,Southeast,core,2026-05-01,2 adults + 2 children,2.1,1666.2722641512619,3065.8279759781667,2300.6750719711,7032.775312100528,147,121.3007986769722,0.6025847859233974
São Paulo,Southeast,core,2026-06-01,2 adults + 2 children,2.1,1664.7726191135257,3062.762148002188,2299.9848694495086,7027.519636565223,147,121.3007986769722,0.6025847859233974
São Paulo,Southeast,expanded,2020-01-01,2 adults + 2 children,2.1,985.6862462311518,2313.9482192199685,1683.5322134587134,4983.1666789098335,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-02-01,2 adults + 2 children,2.1,982.3349129939661,2311.6342710007484,1687.4043375496683,4981.373521544383,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-03-01,2 adults + 2 children,2.1,995.8911347932828,2314.6393955530493,1688.923001453463,4999.453531799795,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-04-01,2 adults + 2 children,2.1,1015.3110119217519,2295.6593525095145,1682.673986348085,4993.644350779351,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-05-01,2 adults + 2 children,2.1,1015.1079497193676,2293.134127221754,1677.9624991863102,4986.204576127432,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-06-01,2 adults + 2 children,2.1,1021.0970866227118,2294.0513808726428,1682.8285904339505,4997.977057929305,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-07-01,2 adults + 2 children,2.1,1019.2591118667908,2316.7624895432814,1686.8673790509918,5022.888980461064,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-08-01,2 adults + 2 children,2.1,1031.3882952980057,2336.4549707043993,1692.0966679260498,5059.939933928455,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-09-01,2 adults + 2 children,2.1,1049.5407292952507,2351.6419280139776,1699.5418932649243,5100.724550574153,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-10-01,2 adults + 2 children,2.1,1066.9631054015517,2357.521032834012,1714.667816114982,5139.151954350546,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-11-01,2 adults + 2 children,2.1,1096.1978944895543,2369.0728858948983,1732.500361402578,5197.7711417870305,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2020-12-01,2 adults + 2 children,2.1,1110.1196077495717,2421.4293966731757,1751.3846153418658,5282.9336197646135,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-01-01,2 adults + 2 children,2.1,1118.8895526507933,2397.215102706444,1755.5879384186862,5271.692593775924,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-02-01,2 adults + 2 children,2.1,1126.1623347430236,2407.2834061378107,1770.1593183075613,5303.605059188396,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-03-01,2 adults + 2 children,2.1,1124.810939941332,2430.393326836734,1783.4355131948682,5338.639779972935,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-04-01,2 adults + 2 children,2.1,1129.6476269830796,2427.7198941772135,1785.932322913341,5343.299844073634,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-05-01,2 adults + 2 children,2.1,1132.358781287839,2467.53450044172,1799.8625950320654,5399.755876761625,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-06-01,2 adults + 2 children,2.1,1137.907339316149,2496.157900646844,1809.4018667857354,5443.467106748729,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-07-01,2 adults + 2 children,2.1,1139.159037389397,2596.253832462782,1827.1340050802355,5562.5468749324145,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-08-01,2 adults + 2 children,2.1,1164.6761998269194,2611.5717300743127,1846.1361987330697,5622.384128634301,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-09-01,2 adults + 2 children,2.1,1177.8370408849637,2672.9436657310594,1864.7821743402737,5715.562880956297,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-10-01,2 adults + 2 children,2.1,1192.6777876001142,2701.8114573209546,1889.7702554764337,5784.259500397502,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-11-01,2 adults + 2 children,2.1,1189.457557573594,2722.3452243965944,1906.022279673531,5817.82506164372,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2021-12-01,2 adults + 2 children,2.1,1199.449001057212,2744.123986191767,1919.3644356312454,5862.937422880224,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2022-01-01,2 adults + 2 children,2.1,1211.2036012675728,2766.0769780813007,1931.4564315757223,5908.737010924596,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2022-02-01,2 adults + 2 children,2.1,1224.1634798011355,2787.3757708125268,1951.736724107267,5963.275974720929,147,121.47192392175933,0.6029223405288588
São Paulo,Southeast,expanded,2022-03-01,2 adults + 2 children,2.1,1255.869313927985,2813.5771030581645,1980.2320802792333,6049.678497265382,147,121.47192392175933,0.6029223405288588
